,SLogP,FilterItLogS,SdS,RNCG,PEOE_VSA6,Diameter,NddsN,AETA_beta_ns_d,SdssC,SaasN,SdsssP,BCUTc-1l,CIC2,AETA_beta_ns,BCUTv-1l,ATSC3i,SlogP_VSA10,SaaNH,GATS1c,AMID_h,target
0,-3.1080199999999985,2.138833535268072,0.0,0.0861838692761109,30.33183534230805,15,0,0.0,0.0,0.0,0.0,-0.3982949793045868,1.7207760582259397,0.28125,14.704204817763362,-7.047860893291976,0.0,0.0,1.3949058631334006,0.696537321247725,-0.77
1,2.840320000000001,-3.4612120312052563,0.0,0.3511412113890303,18.19910120538483,8,0,0.0333333333333333,-0.1458796296296294,0.0,0.0,-0.5378799530166001,0.9622903849482256,0.8,14.701721237372542,-10.887011633173293,5.687386274683562,0.0,1.451561209319374,0.3852073730427853,-3.3
2,2.878000000000001,-1.962592416544808,0.0,0.3985925931814838,17.22222916697242,8,0,0.0,2.487410241874528,0.0,0.0,-0.3736161856879382,1.5290449079683055,0.3181818181818182,14.702720495785655,-21.27215031028135,0.0,0.0,0.9683344305549532,0.1547458782310046,-2.06
3,6.299400000000004,-6.978228192529344,0.0,0.0701387187828875,84.92913895846256,11,0,0.0,0.0,0.0,0.0,-0.3837441793227406,2.6892428864759275,1.0,20.20084103496141,3.728974395516069,0.0,0.0,0.9336605231328262,0.0,-7.87
4,1.7480999999999998,-0.9503131193581226,0.0,0.5560577263774392,12.13273413692322,2,0,0.0,0.0,0.0,0.0,-0.2961048897975384,0.8888888888888884,0.8,20.33743921179181,-7.158291169176603,0.0,0.0,0.7901835741466849,0.3875,-1.33
5,2.2963,-2.1805408907343558,0.0,0.4330233959611612,12.13273413692322,4,0,0.0,0.0,0.0,0.0,-0.3613347096044337,0.714285714285714,0.8888888888888888,15.58950797479362,-3.261792648573,0.0,0.0,1.2353204753728209,0.4500466981485853,-1.5
6,6.620600000000001,-7.212896087369261,0.0,0.1377486118922047,64.07106651962418,8,0,0.1470588235294117,0.0,0.0,0.0,-0.3095345622484058,1.419058224948801,0.8529411764705882,20.25514517606201,-0.6187150382087967,0.0,0.0,1.0869665396559478,0.5205625183887128,-7.32
7,3.609200000000002,-3.294698557793025,0.0,0.3518632214303663,12.990104268152232,10,0,0.025,0.0,0.0,0.0,-0.3209299130177744,1.107478544390922,0.325,14.70720150594317,-21.0995850381748,0.0,0.0,1.3221455018397483,0.1773254127100199,-5.03
8,4.481400000000002,-5.120276962299644,0.0,0.363818265873222,46.40375956093006,6,0,0.0,0.6422839506172857,0.0,0.0,-0.4009175747959589,1.0370370370370363,0.0526315789473684,14.706876253663768,-25.677281405864804,0.0,0.0,1.1373160261503477,0.6635841081353883,-6.29
9,3.703300000000002,-5.396232275761336,0.0,0.1650704108727936,6.578935683598497,14,0,0.0344827586206896,0.9727099973506004,0.0,0.0,-0.5282790421325135,0.7895031864017721,0.5344827586206896,14.702193284262046,-11.933326178156932,0.0,0.0,1.232447548063336,0.4103518646106323,-4.42
10,-0.1036,-0.8213004573143579,0.0,0.5410630549966187,0.0,3,0,0.0,0.2037037037037041,0.0,0.0,-0.3635970021158475,0.4615384615384612,0.25,14.70271391386832,-3.634445453531918,0.0,0.0,1.657487918140781,0.6126953985046899,1.07
11,3.4932000000000016,-3.61880722455085,0.0,0.1745936931028455,41.93277523254056,6,0,0.0454545454545454,0.0,0.0,0.0,-0.3463563327465065,1.4250824696890685,0.9545454545454546,20.235120745967095,-4.429771664012495,0.0,0.0,0.9957292469746428,0.1607819507547368,-4.14
12,1.9725,-1.3780389280331835,0.0,0.29601341433356,19.420578929450517,4,0,0.0,0.0,0.0,0.0,-0.2509171100945307,0.7169925001442312,0.2,20.341366069496942,-1.2148694863220026,0.0,0.0,1.4509800912700823,0.0,-2.68
13,0.5378999999999994,-3.4184931543064154,0.0,0.206051120842761,37.255572541998674,7,0,0.0,-0.4352777777777772,0.0,0.0,-0.3616136873032087,1.1039805159587917,0.5625,14.70178023197428,-13.269323674302246,0.0,0.0,1.6595240269160625,0.4709193090856499,-2.64
14,5.707400000000006,-5.516108587655396,0.0,0.0841782354648856,90.89733387449338,13,0,0.0,0.0,0.0,0.0,-0.1953703554365645,3.699276272057007,0.0,20.384318647630288,-0.3501534986403261,0.0,0.0,1.5934214681764884,0.0,-7.96
15,1.6336,-1.1956814735042705,0.0,0.5577131786249433,0.0,2,0,0.0,0.0,0.0,0.0,-0.1967782890010528,1.5917977276660848,0.0,20.421516443198307,-3.685937973480008,0.0,0.0,1.2684680571831997,0.4055021169820365,-1.41
16,1.0248,-0.83575707163951,0.0,0.6667449896917566,20.268296022307258,4,0,0.0,0.0,0.0,0.0,-0.2252711475803359,1.0838763891292742,0.0,14.708165473918555,-10.624501248675848,0.0,0.0,1.3909795287471352,0.2803027538315932,-0.47
17,1.55828,-1.6521918223658218,0.0,0.4135684620220493,18.19910120538483,5,0,0.0,0.0,0.0,0.0,-0.3983148133368905,1.2588098443538676,1.125,15.579305598080122,-9.022307867443786,0.0,0.0,0.958495252703635,0.2157784403311045,-1.0
18,3.5847200000000026,-3.725323300180301,5.31843253968254,0.2449485000023873,13.847474399381248,9,0,0.0263157894736842,0.0,0.0,-2.7681046863189724,-0.4423856259662167,1.5943609377704342,0.4210526315789473,14.7073646856562,2.340231672518927,0.0,0.0,2.0888424328884168,0.7362293157633143,-3.64
