,x,y,target
0,-1.5,-0.5,135.3391990753042
1,-1.4727272727272729,-0.5,129.6226146072858
2,-1.4454545454545455,-0.5,124.2757355164862
3,-1.4181818181818182,-0.5,119.27234636763058
4,-1.3909090909090909,-0.5,114.58834295130887
5,-1.3636363636363635,-0.5,110.20154798699926
6,-1.3363636363636364,-0.5,106.09154415604738
7,-1.309090909090909,-0.5,102.23952274695942
8,-1.2818181818181815,-0.5,98.62814637065954
9,-1.2545454545454544,-0.5,95.24142436193102
10,-1.2272727272727273,-0.5,92.06459962662456
11,-1.2,-0.5,89.08404582363839
12,-1.1727272727272728,-0.5,86.28717388727318
13,-1.1454545454545455,-0.5,83.66234700035993
14,-1.1181818181818182,-0.5,81.19880322252253
15,-1.0909090909090908,-0.5,78.88658506199734
16,-1.0636363636363635,-0.5,76.71647535450066
17,-1.0363636363636364,-0.5,74.67993887957948
18,-1.009090909090909,-0.5,72.76906920453465
19,-0.9818181818181818,-0.5,70.97654029915078
20,-0.9545454545454544,-0.5,69.2955625118224
21,-0.9272727272727272,-0.5,67.71984253989275
22,-0.8999999999999999,-0.5,66.24354706470696
23,-0.8727272727272727,-0.5,64.86126975554609
24,-0.8454545454545455,-0.5,63.56800137671728
25,-0.8181818181818181,-0.5,62.35910275901909
26,-0.7909090909090909,-0.5,61.23028042093249
27,-0.7636363636363636,-0.5,60.17756464650567
28,-0.7363636363636363,-0.5,59.19728984626288
29,-0.709090909090909,-0.5,58.28607704480677
30,-0.6818181818181818,-0.5,57.440818354296994
31,-0.6545454545454544,-0.5,56.65866330685656
32,-0.6272727272727272,-0.5,55.937006931341664
33,-0.6,-0.5,55.27347947095811
34,-0.5727272727272726,-0.5,54.66593764805393
35,-0.5454545454545454,-0.5,54.11245739119062
36,-0.5181818181818181,-0.5,53.61132794741541
37,-0.4909090909090907,-0.5,53.16104730963959
38,-0.4636363636363636,-0.5,52.76031889528436
39,-0.4363636363636363,-0.5,52.4080494179968
40,-0.4090909090909089,-0.5,52.103347899368615
41,-0.3818181818181818,-0.5,51.84552577231969
42,-0.3545454545454545,-0.5,51.63409803223816
43,-0.3272727272727271,-0.5,51.46878539620906
44,-0.2999999999999998,-0.5,51.34951743481735
45,-0.2727272727272727,-0.5,51.27643664518685
46,-0.2454545454545453,-0.5,51.24990343822069
47,-0.218181818181818,-0.5,51.270502017550456
48,-0.1909090909090909,-0.5,51.33904713258871
49,-0.1636363636363635,-0.5,51.45659169342313
50,-0.1363636363636362,-0.5,51.62443524120068
51,-0.1090909090909089,-0.5,51.84413327423887
52,-0.0818181818181817,-0.5,52.11750743747934
53,-0.0545454545454544,-0.5,52.44665659117993
54,-0.0272727272727271,-0.5,52.8339687840384
55,2.220446049250313e-16,-0.5,53.2821341663687
56,0.0272727272727273,-0.5,53.7941588906218
57,0.0545454545454546,-0.5,54.37338005957935
58,0.081818181818182,-0.5,55.02348179706475
59,0.1090909090909091,-0.5,55.74851253213621
60,0.1363636363636364,-0.5,56.55290360557918
61,0.1636363636363638,-0.5,57.44148932723037
62,0.1909090909090911,-0.5,58.41952863438472
63,0.2181818181818182,-0.5,59.49272852541122
64,0.2454545454545456,-0.5,60.66726946889528
65,0.2727272727272729,-0.5,61.949833017310894
66,0.3,-0.5,63.34763188561115
67,0.3272727272727274,-0.5,64.86844278942155
68,0.3545454545454547,-0.5,66.52064237498787
69,0.381818181818182,-0.5,68.31324661394676
70,0.4090909090909091,-0.5,70.25595408068274
71,0.4363636363636365,-0.5,72.35919357887784
72,0.4636363636363638,-0.5,74.63417663728352
73,0.4909090909090909,-0.5,77.09295545323529
74,0.5181818181818185,-0.5,79.74848692656435
75,0.5454545454545454,-0.5,82.61470349697822
76,0.5727272727272728,-0.5,85.70659157545273
77,0.6000000000000001,-0.5,89.04027844554507
78,0.6272727272727274,-0.5,92.63312860481378
79,0.6545454545454548,-0.5,96.5038506208387
80,0.6818181818181821,-0.5,100.67261569198703
81,0.7090909090909094,-0.5,105.16118923155813
82,0.7363636363636363,-0.5,109.99307693696625
83,0.7636363636363637,-0.5,115.19368696513637
84,0.790909090909091,-0.5,120.79051001350852
85,0.8181818181818183,-0.5,126.81331930551715
86,0.8454545454545457,-0.5,133.29439270299693
87,0.872727272727273,-0.5,140.26875941897393
88,0.9000000000000004,-0.5,147.7744740864439
89,0.9272727272727272,-0.5,155.8529212562933
90,0.9545454545454546,-0.5,164.5491537553055
91,0.981818181818182,-0.5,173.91226873872907
92,-1.5,-0.4747474747474747,127.42430892278789
93,-1.4727272727272729,-0.4747474747474747,122.09075702981345
94,-1.4454545454545455,-0.4747474747474747,117.10091759052015
95,-1.4181818181818182,-0.4747474747474747,112.4304883615385
96,-1.3909090909090909,-0.4747474747474747,108.05711573605944
97,-1.3636363636363635,-0.4747474747474747,103.96022450273765
98,-1.3363636363636364,-0.4747474747474747,100.12086360383502
99,-1.309090909090909,-0.4747474747474747,96.5215663141742
100,-1.2818181818181815,-0.4747474747474747,93.14622341987804
101,-1.2545454545454544,-0.4747474747474747,89.97996811931304
102,-1.2272727272727273,-0.4747474747474747,87.00907149936413
103,-1.2,-0.4747474747474747,84.22084755907383
104,-1.1727272727272728,-0.4747474747474747,81.60356686055546
105,-1.1454545454545455,-0.4747474747474747,79.14637798461945
106,-1.1181818181818182,-0.4747474747474747,76.83923605639878
107,-1.0909090909090908,-0.4747474747474747,74.67283768509321
108,-1.0636363636363635,-0.4747474747474747,72.63856173246006
109,-1.0363636363636364,-0.4747474747474747,70.7284153875668
110,-1.009090909090909,-0.4747474747474747,68.93498508129676
111,-0.9818181818181818,-0.4747474747474747,67.25139182385483
112,-0.9545454545454544,-0.4747474747474747,65.67125059272303
113,-0.9272727272727272,-0.4747474747474747,64.18863343778803
