,ATSC2se,ATSC1c,SdsCH,nHBAcc,SlogP_VSA6,nBondsKD,SdssC,AATSC2c,ATSC3dv,TIC1,ATSC0c,MATS2dv,AETA_beta_ns,GATS2pe,NsssN,C2SP2,NaasC,piPC3,MATS2s,BertzCT,target
0,-0.6156239999999998,-0.0357572736839078,0.0,4,0.0,2,-2.625,-0.0345117936427354,0.5,16.0,0.4587555982303923,-0.5454545454545454,1.125,1.435229724869628,0,2,0,3.332204510175204,-0.5769361992494031,181.05865002596164,-0.175
1,-0.2876209199999999,-0.1773389117424551,0.0,5,15.644952195809712,3,0.0,-0.0162974514588141,-2.320000000000001,33.219280948873624,0.5009517337609669,-0.169453734671126,1.0,1.0362571539431569,0,1,1,3.844814255734696,-0.1307364331306607,297.1713244639387,-0.1532
2,-0.0204454214876033,-0.1737374002336096,0.3616203703703704,5,15.514475692658245,4,0.0,0.005588657903225,-6.140495867768594,34.053747805010275,0.4537777828625164,-0.0903307888040712,0.8333333333333334,0.8288449935730962,0,0,1,3.7784916128036232,-0.1351857977726321,266.5152997875347,-0.1468
3,-0.0059983200000001,-0.204042870853681,0.0,7,9.423576120965173,4,0.0,-0.0035404600249818,-0.7600000000000013,29.219280948873624,0.4125498633412319,0.1047979797979797,0.8888888888888888,0.6942433084122819,0,0,0,3.8841378019386106,-0.1588296760710553,274.27662582048504,-0.1437
4,0.2049319795918369,-0.1872724232073168,5.877777777777778,1,23.80116485057091,3,1.4120370370370376,0.003883116195471,-19.000000000000004,42.54808140664299,0.2763256650318846,-0.0952653684612446,0.3888888888888889,0.6344375560982735,1,3,0,3.784189633918261,0.0487851394133577,260.0897161938034,-0.1412
5,-0.3629702958579884,-0.1041394998432172,0.0,4,0.0,2,-1.5671296296296289,-0.014953067455479,43.50295857988166,41.35082883367073,0.4805852767704345,0.1576373697078883,0.6666666666666666,0.8510170622617469,0,2,0,3.295836866004329,0.008871774805129,199.49375951283963,-0.1391
6,-0.1474670123456791,-0.0032574906793133,0.0,5,6.196843571613076,3,0.0,-0.0063262064289502,-8.0,24.529325012980813,0.1341530044577972,-0.1487603305785124,1.125,0.9903743315508022,0,1,1,3.548179572010801,-0.1297139374820763,198.66380906475624,-0.1366
7,-0.3836894999999995,0.1201398089218028,0.0,6,4.629038936893349,3,0.0,-0.0231008041256802,-1.875,24.0,0.6680927264003378,-0.2,0.75,1.4788593604352542,0,0,1,3.446011397451948,0.1074400784104072,179.17330963176755,-0.1356
8,-0.1391545555555555,-0.1984644017934393,0.4866203703703704,5,10.719938508586424,4,0.0,0.0079991372525499,-17.444444444444443,41.01955000865387,0.4365295459701946,-0.1310975609756097,0.8333333333333334,0.8296213818689392,0,0,1,3.7784916128036232,-0.1489622461322976,266.5152997875347,-0.1344
9,-0.615677222222222,-0.2125723256475903,0.4380092592592592,5,10.85041501173789,4,0.0,-0.0086702176627693,-17.222222222222225,41.01955000865387,0.5397894001532804,-0.2134146341463415,0.8333333333333334,1.013749357184837,0,1,1,3.7784916128036232,-0.2181988922136626,266.5152997875347,-0.1334
10,-0.1404527337278105,-0.3296361761335029,0.6642592592592591,4,0.0,3,-1.5499999999999994,-0.0043025585523303,13.95266272189349,44.1057163358342,0.64247313345158,0.026890756302521,0.8333333333333334,0.8084894639556379,0,1,0,3.1780538303479458,-0.1286557134164087,189.23454122869492,-0.1322
11,-0.0701625555555555,-0.2172426269476129,0.5005555555555556,5,10.589462005434958,4,0.0,0.0090847338381479,-21.111111111111114,41.01955000865387,0.4356804942871054,-0.1265243902439024,0.8333333333333334,0.7776497759330002,0,2,1,3.707455839686872,-0.0927134398675749,266.5152997875347,-0.1312
12,-1.5215526755555553,-0.0733915349599681,-0.0264351851851851,4,0.0,3,-1.8570833333333336,-0.0174298418787588,17.822222222222226,42.2388309575275,0.5945149673319146,-0.1261476787792577,0.5,1.2135562171232528,0,2,0,2.995732273553991,-0.1549304904346022,137.89342114105557,-0.1304
13,1.1241091358024686,-0.7312370194823613,0.0,6,13.734783058098518,3,0.0,0.0584524765061521,-9.333333333333334,28.52932501298081,0.750933528759672,0.282032927702219,0.75,0.2425677937938511,0,0,0,3.669951444228417,0.2581822270376351,246.852178757748,-0.13
14,-0.9921681944444444,-0.0756419593159908,0.107361111111111,4,0.0,2,-0.7870370370370365,-0.0159976162928734,-3.1111111111111134,39.01955000865388,0.5233538864604755,-0.1913380736910149,0.6666666666666666,1.1367831335540466,0,1,0,3.367295829986474,-0.1656734550107467,198.7388720106762,-0.129
15,-0.258369975308642,-0.0596485620307532,0.422672902494331,2,0.0,1,0.0,-0.0047191165817521,-0.148148148148148,23.77443751081734,0.1929017042286872,-0.4432989690721649,1.0625,1.2983421565895792,0,0,0,3.4339872044851463,-0.3336693548387097,225.21505009519265,-0.1283
16,-0.7053199999999997,-0.0855549775517171,0.1127777777777776,6,6.3273200747645415,4,-0.8263888888888886,-0.014404598282277,-11.239669421487603,34.05374780501027,0.3985299464187598,-0.2432934926958832,0.7777777777777778,1.028663806503762,0,0,0,3.62100203171085,-0.2754362214199758,215.72643653531688,-0.1279
17,-0.1121200000000005,-0.2452310019786145,0.0,4,0.0,3,-2.695601851851851,-0.0120752253611046,7.147928994082841,35.35082883367074,0.740982609888024,0.17,0.5,0.7732475876884367,0,2,0,3.295836866004329,-0.0001411959694489,163.39701629525194,-0.1276
18,-0.356822214876033,-0.0639591715254573,0.0,5,17.0227260801195,4,0.0,-0.0151562885393233,10.487603305785123,28.053747805010275,0.301420392245784,0.0286204167765761,0.8888888888888888,0.8728767587726736,0,0,0,4.066887715989061,-0.239610912858294,286.54542122074673,-0.1265
19,0.1118001422222225,-0.3041477642195701,0.0,2,6.3273200747645415,2,0.0,0.0294712348952614,13.351111111111107,51.84847143196431,0.8990109079199012,0.4214203988231448,0.6666666666666666,0.8327604419926556,0,0,1,3.62100203171085,0.3203038384322657,214.8511882260381,-0.1258
20,1.5166775537190074,-0.3572090941685885,0.0,5,9.31763212104517,3,0.0,0.018554814047695,-26.57851239669421,33.298860302846805,0.4022392320257607,0.4946089181286549,0.75,0.2531221998207886,0,0,1,3.548179572010801,0.4071747714048213,229.97018649302456,-0.1253
21,0.3848398016528922,-0.5042382987462111,0.0,5,10.74447101181789,3,0.0,0.0265922938834288,-11.826446280991735,36.05374780501028,0.6071191737163544,-0.0011792452830188,1.0,0.7440510498147386,0,0,1,3.7784916128036232,0.084866683703893,295.9262119661022,-0.1247
22,-0.7375795555555555,-0.2350324704642684,-0.0914351851851851,4,0.0,3,-2.2847222222222223,-0.0201851576613125,1.0,33.50977500432694,0.7455282320461228,0.0673076923076923,0.5625,1.0758903994372395,0,1,0,2.9444389791664403,-0.1336511357983751,126.0,-0.124
23,0.4541672499999998,-0.4509186079890009,0.0,6,9.31763212104517,3,0.0,0.0112586663350444,12.5,41.01955000865387,0.6224001797836565,0.2459016393442623,0.6666666666666666,0.6880815903190304,0,0,1,3.6309854756950335,-0.0186757651163387,244.0583306263676,-0.1235
24,-0.1191771874999993,-0.0433695442421738,4.88425925925926,1,23.2982492738063,2,3.4490740740740744,-2.3451221326175465e-05,-48.171875,44.390359525563184,0.1152933290491692,-0.1546621998883305,0.2222222222222222,1.1642857142857146,1,2,0,3.871201010907891,-0.0163664775063738,248.29222273038,-0.1232
