,AMW,AATSC1Z,NssssN,BIC0,AATSC0Z,AATSC0dv,GATS1Z,NddssS,SMR_VSA4,NaaN,IC0,AMID_N,BCUTd-1l,NsssCH,GGI3,SsCH3,NaaO,SaaNH,NssS,nCl,target
0,2.8031300128,-4.840000000000001,0,0.7609640474436811,5.040000000000001,0.6400000000000002,2.4206349206349205,0,0.0,0,1.521928094887362,0.0,0.9773363066878588,0,0.0,0.0,0,0.0,0,0,0.9362
1,3.822450017454545,-1.4578512396694203,0,0.4320898435410604,5.603305785123968,0.975206611570248,1.800884955752212,0,0.0,0,1.4353713907745331,0.0,0.9864005858503966,1,0.0,2.395833333333333,0,0.0,0,0,0.9031
2,4.004471446857143,-1.0612244897959182,0,0.3725999066345564,5.632653061224487,0.959183673469388,1.724637681159421,0,0.0,0,1.3787834934861751,0.0,0.9872569003884863,1,0.125,2.332824074074074,0,0.0,0,0,0.9
3,4.122250018823529,-0.8313148788927338,0,0.3332051011462549,5.640138408304498,0.9480968858131488,1.6791411042944786,0,0.0,0,1.3328204045850196,0.0,0.9871324252642958,1,0.25,2.31,0,0.0,0,0,0.9
4,4.122250018823529,-0.8313148788927338,0,0.3332051011462549,5.640138408304498,1.065743944636678,1.6791411042944786,0,5.917906046161393,0,1.3328204045850196,0.0,0.9872122886995464,2,0.25,4.748981481481482,0,0.0,0,0,0.906
5,4.2046950192,-0.6821052631578944,0,0.3049632650600845,5.639999999999999,0.9399999999999998,1.648936170212766,0,0.0,0,1.295461844238322,0.0,0.9871445730036426,1,0.25,2.300547052154195,0,0.0,0,0,0.854
6,4.2046950192,-0.6821052631578942,0,0.3049632650600845,5.639999999999999,1.0399999999999998,1.648936170212766,0,5.917906046161393,0,1.295461844238322,0.0,0.9871333303702102,2,0.5,4.703333333333333,0,0.0,0,0,0.832
7,4.265632628173913,-0.5777625021481362,0,0.2835950380111844,5.637051039697544,0.9338374291115314,1.6274312541918172,0,0.0,0,1.264672679395722,0.0,0.9871433703607696,1,0.25,2.2965613189720333,0,0.0,0,0,0.8354
8,4.265632628173913,-0.5777625021481362,0,0.2835950380111844,5.637051039697544,1.0207939508506618,1.6274312541918172,0,5.917906046161393,0,1.264672679395722,0.0,0.9871409367422102,2,0.25,4.684427437641723,0,0.0,0,0,0.855
9,4.312507712,-0.5008284023668643,0,0.2667828644932112,5.633136094674556,1.0059171597633136,1.611344537815126,0,5.917906046161393,0,1.2389012566026305,0.0,0.9871432665135634,2,0.25,4.712849111866969,0,0.0,0,0,0.9
10,4.349684502620689,-0.4418209614404622,0,0.2531571640421794,5.629013079667062,0.9250891795481572,1.5988593155893538,0,0.0,0,1.2170163386123156,0.0,0.9871434774156828,1,0.25,2.2948337112622825,0,0.0,0,0,0.8418
11,4.379890645,-0.3951612903225806,0,0.2418540437186532,5.625,0.921875,1.588888888888889,0,0.0,0,1.198192411043098,0.0,0.9871434785751484,1,0.25,2.295205941561912,0,0.0,0,0,0.857
