,AATSC0v,fragCpx,NssNH,nHBAcc,nAcid,Xch-7d,AATS2i,AATS2dv,GATS2i,NdO,MATS2i,AATSC4are,AXp-3d,nBase,BertzCT,GGI5,SlogP_VSA1,VSA_EState9,ATSC3se,MATS4d,target
0,52.535342341349256,177.05,0,4,0,0.74068226277974,158.2373540937563,4.866666666666666,1.106848499097506,0,0.0586264250129857,-0.0068340327868852,0.181312959094168,1,832.1990024152012,0.7816666666666667,4.899909730850478,2.105781607880204,-0.3481592938271608,-0.133984867591425,3.54
1,50.66437829695484,169.11,1,7,1,0.4145677489720554,153.9582265269996,6.157232704402516,1.096856014563505,4,0.0249934991398326,0.0156459987919769,0.1739382009402274,0,1151.428500131297,1.833333333333333,19.09573050290266,-1.307403773140864,-1.4415274547543844,-0.1525821211724107,-1.18
2,54.33526657428627,109.05,0,4,0,0.4329182633268859,151.9762579564746,5.0359477124183005,0.9182156332391652,1,0.1701993061361394,-0.0020331787067089,0.1783591817610115,1,655.2314628845672,0.6144444444444443,0.0,1.4227629230704628,0.3164800000000001,-0.1732286441660575,3.69
3,49.78082651147904,205.09,1,5,0,0.8435484028837987,150.91165651588562,6.514109347442681,1.225753011508102,2,-0.1121935874053432,-0.0293199877207438,0.1750960823366777,0,1015.409751603494,1.0869444444444445,10.216698334856808,0.0,0.5976883667296784,-0.0813289996388588,3.37
4,49.51274880549614,85.07,2,5,0,0.5128815871168958,157.232399327333,4.76530612244898,1.1343857402214756,2,-0.0038579898806276,-0.0027708518753973,0.1890188980505609,0,902.2502557142994,0.9513888888888888,10.633577208012662,1.7038370687653697,0.4831878082644544,-0.0246925693354264,3.1
5,53.91972444811871,170.02,0,2,0,0.6344070145935302,148.86281860652903,4.583333333333333,1.0193249822121926,0,0.0544513230864305,-0.0036781517094017,0.1820193492987026,1,732.906191727447,0.6319444444444444,0.0,0.0,0.0896845929752071,-0.0025438418765898,3.14
6,49.31280512851663,179.11,2,7,1,0.3115925606057624,156.6279309112035,5.541666666666667,1.1181474767295907,4,0.0279024671694569,-0.0009675850761514,0.183984533527917,0,1161.7028727200109,1.4930555555555554,24.412519106908995,-1.34763492775968,-1.5659119628099172,-0.1056404871054384,-0.72
7,50.86801395760784,174.09,2,5,1,0.4574840303605463,152.6004745344063,5.802832244008715,1.106257958607214,2,0.0019153716656782,-0.0132320178930519,0.1910683024892854,0,1166.322392518534,1.1249999999999998,15.37044016181271,1.8192683196071535,-1.0164542005170951,-0.1332163304252999,0.34
8,49.05513253953216,119.05,0,5,0,0.4159535282155181,152.7841181219767,7.626865671641791,0.7048075204728635,1,0.3015484764109286,0.0509131763158912,0.1773484776514623,0,893.6692750065782,1.0625,19.63937925330069,4.648601464269893,-1.3017728284023649,-0.121072226358898,3.05
9,47.88876157608901,79.05,0,5,0,0.594637345046313,143.3944399053226,8.609523809523811,0.8149194565051278,0,0.1523219105554319,0.0049396089967518,0.1707730882258367,0,600.9530305765103,0.1491666666666666,0.0,0.0,-0.1741800000000004,-0.2562118570183086,2.25
