,Xch-7d,nSpiro,SMR_VSA4,AATS3d,C3SP2,JGI3,ZMIC5,ATSC4d,BCUTdv-1h,IC3,AATS2dv,AMID_O,SRW09,GATS2Z,piPC8,SlogP_VSA8,NdssC,nG12FRing,BIC4,JGI5,target
0,0.4612944921610615,0,0.0,3.3157894736842106,2,0.04,25.693246968145708,0.3919999999999994,6.018198452062487,5.013660689688186,6.790697674418604,0.2334425278148371,0.0,0.8302037270708756,6.955533026068398,0.0,0,0,0.8974243567565993,0.0204772079772079,1.1
1,0.4612944921610615,0,0.0,3.3157894736842106,2,0.0399999999999999,25.693246968145708,0.3919999999999995,6.018198421790756,5.013660689688187,6.790697674418604,0.2334080738977094,0.0,0.8302037270708759,6.955533026068398,0.0,0,0,0.8974243567565993,0.0204772079772079,1.1
2,0.0,0,5.41499046939678,1.7297297297297298,0,0.046875,16.65647500368591,2.6666666666666647,4.126327578906315,2.3208020839342964,0.9,0.0,0.0,0.9379610655737706,0.0,0.0,1,0,0.5565572721647433,0.0,130.0
3,0.2974095083960289,0,0.0,3.9626168224299065,4,0.0826923076923076,42.88828031777365,-11.80986871887732,7.01737091363113,4.884168106904724,13.1125,0.2121361184980259,0.0,0.592412102047379,6.843283422289109,0.0,2,0,0.8556753830212893,0.0259259259259259,5.23
4,1.0454297098665046,0,23.671624184645573,3.795321637426901,4,0.0585585585585585,27.8867602536345,-20.88888888888888,6.029343696866507,5.183629129849123,6.517241379310345,0.1905382541009523,7.434257382133135,0.8813003037954704,7.538927316807672,0.0,2,1,0.8529511765966468,0.0185583684950773,3.03
5,0.925308984050344,0,0.0,3.712418300653595,7,0.0537480974124809,29.525751560066094,4.125,6.0319813771588935,5.186889062229566,7.719298245614035,0.2827130401940166,7.247792581767846,0.679936305732484,7.5376963836382895,0.0,3,0,0.8448864101085055,0.0310745614035087,5.6
6,0.9253089840503438,0,11.835812092322788,3.5748502994011977,5,0.0537480974124809,29.064416674004427,3.917355371900825,6.0319575488596975,5.297663626704752,6.95,0.2827130401940166,7.247792581767846,0.723601404007917,7.328601489128603,0.0,3,0,0.8524574763452736,0.0310745614035087,5.6
7,1.045429709866505,0,23.671624184645573,3.795321637426901,4,0.0585585585585585,27.8867602536345,-20.88888888888889,6.029343696866523,5.183629129849123,6.517241379310345,0.1905382541009523,7.434257382133135,0.8813003037954703,7.538927316807672,0.0,2,1,0.8529511765966468,0.0185583684950773,3.03
8,0.908945917911454,0,0.0,3.9916666666666663,6,0.0536324786324786,25.432731050167945,-14.082840236686394,6.031972571732948,5.248328660365574,9.255555555555556,0.3139301882065785,7.247792581767846,0.7476072607260725,7.4679066377596035,0.0,3,0,0.9081763842033088,0.0248104056437389,1.52
9,0.908945917911454,0,11.835812092322788,3.791044776119403,4,0.0536324786324786,24.93784584270837,-12.844993141289438,6.031948765780127,5.458591205867171,8.197916666666666,0.3139301882065785,7.247792581767846,0.7904829545454548,7.241858640604605,0.0,3,0,0.914723661913725,0.0248104056437389,1.53
10,0.4525702427745539,0,0.0,4.299065420560748,4,0.086038961038961,58.96113316518127,6.877320054323223,7.017377769708129,4.884168106904724,13.87824074074074,0.1899991884770275,0.0,0.5976735889500369,7.137427472259047,0.0,2,0,0.8556753830212894,0.0467836257309941,6.75
11,1.20059044424503,0,23.671624184645573,4.005847953216374,4,0.064922480620155,40.790094691666056,-11.455782312925168,6.029360069507574,5.183629129849122,7.045338441890165,0.1724213998203464,7.434257382133135,0.5407462284482759,7.726626107148709,0.0,2,1,0.8529511765966469,0.0271286549707602,4.84
12,1.0641066522899794,0,11.835812092322788,4.059701492537314,4,0.0615079365079365,39.43163658889784,-7.086419753086418,6.031968102421666,5.458591205867172,8.836033950617283,0.2821016924982338,7.247792581767846,0.5608950197422699,7.4602385480150195,0.0,3,0,0.914723661913725,0.0310372714486638,1.96
13,0.3965742349618067,0,0.0,3.411764705882353,6,0.0518867924528301,25.136141551667222,-6.583125667497329,6.029338540707997,5.067174227984825,6.130434782608695,0.2391461451819181,0.0,0.6935845651965065,6.644847116629004,0.0,2,0,0.8632987063995564,0.0353535353535353,0.4
14,0.4525702427745539,0,0.0,3.563025210084034,6,0.059322033898305,32.48517156884265,-11.408330366678536,6.029346708002983,5.067174227984824,6.474235104669886,0.2244333325762647,0.0,0.5357978150880901,6.772436575783519,0.0,2,0,0.8632987063995565,0.0363247863247863,1.52
15,0.4525702427745539,0,0.0,3.4656488549618323,8,0.059322033898305,25.564722238399376,-19.939097960356232,6.02934692708377,4.551637540667251,5.826923076923077,0.2244333325762647,0.0,0.652006956929571,6.772436575783519,0.0,2,0,0.8036430265400465,0.0363247863247863,3.26
16,0.339058891605691,0,0.0,3.212903225806452,6,0.0532786885245901,28.13724920366793,-2.3200000000000025,6.029342514655536,4.906532043597981,5.258620689655173,0.2124586911905038,0.0,0.7369716975420073,6.817762188372098,0.0,2,0,0.8002047906466895,0.0421626984126984,1.64
17,0.3554219577445806,0,0.0,3.122340425531915,7,0.0534420289855072,31.84933757396345,7.899308483724063,6.029347353825875,4.892584754615356,4.692857142857143,0.1908479602277847,0.0,0.711163395601797,6.950695029473393,0.0,2,0,0.7696540239544761,0.04579307568438,5.03
18,0.3965742349618067,0,0.0,3.4214876033057853,6,0.05,25.65207593586186,-6.666666666666665,6.0309253209879055,4.884155094595803,6.709677419354839,0.290757694705239,0.0,0.6287260659858511,6.673692959280472,0.0,2,0,0.8295795008520462,0.0344202898550724,0.46
