,ATSC8c,SLogP,GATS1c,ATSC4c,GATS1se,ATSC6c,ATSC7c,ATSC8dv,ATSC3dv,ATSC7dv,NaaNH,NtN,BCUTc-1h,ATSC4dv,GATS1are,ETA_dEpsilon_B,MATS1c,BertzCT,SsssNH,TIC0,target
0,0.0,0.6361,2.5000000000000004,0.0,2.499999999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.5000000000000004,0.0,-1.0,0.0,0.0,3.6096404744368114,0.0
1,0.0,2.0524,1.1300339139724411,0.018686824321833,1.0795454545454544,0.0,0.0,0.0,-52.0,0.0,0,0,0.2588318251761937,28.0,1.0795454545454546,0.0,0.0858752414200707,88.0,0.0,19.419011889093373,0.0
2,0.0,1.6866,0.9166666666666669,-4.336808689942019e-19,0.9166666666666669,0.0,0.0,0.0,-6.75,0.0,0,0,0.303,0.0,0.9166666666666664,0.0666666666666667,9.320757801537233e-18,71.96100505779535,0.0,12.0,0.0
3,0.0,-0.1122000000000001,1.4954902887132862,-0.3168574606762538,1.2249532347465832,-0.2902737159849688,0.0869593685429992,0.0,-28.19444444444445,8.027777777777779,0,0,0.4409431679329728,-5.33333333333333,1.166093836928973,0.0658730158730158,-0.6693484804519493,150.89811391899892,0.0,23.019550008653876,0.0
4,0.0,1.0262,2.0000000000000004,0.0,2.0,0.0,0.0,0.0,0.5625,0.0,0,0,0.1099999999999999,0.0,2.0,0.0,-0.4285714285714285,0.0,0.0,6.490224995673063,0.0
5,0.0,3.6128000000000022,1.781602419345251,-0.0411850716252287,1.6111111111111116,0.0287044245716655,0.0,0.0,-26.91082045184305,0.0,0,0,0.2239770207430623,-26.190249702734825,1.6111111111111107,0.0,-0.2452112871268208,42.92878689342032,0.0,25.91356194797153,0.0001
6,0.0,2.5866000000000007,1.2890847576365023,-0.007746237892904,1.2554347826086958,0.0,0.0,0.0,-21.22314049586776,0.0,0,0,0.2333830144126876,-2.6776859504132187,1.2554347826086956,0.0,0.0423176615983385,55.01955000865387,0.0,20.804526701214083,0.0001
7,0.0,1.4756999999999998,2.5,0.0,2.500000000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.6231222555762533,0.0,2.5000000000000004,0.0,-1.0,19.11941547876375,0.0,3.6096404744368114,0.0003
8,0.0,3.510900000000002,1.4444444444444444,-9.247112240705983e-20,1.4444444444444444,0.0255737406149455,0.0,0.0,2.9582283945787943e-31,0.0,0,0,0.2059999999999999,-7.401486830834351e-17,1.4444444444444444,0.0,-2.826342298557837e-17,28.529325012980813,0.0,24.79398751947122,0.0004
9,0.0,0.1644,1.0964999437748923,-0.0546500338234376,0.5192198434090419,0.0,0.0,0.0,-58.55555555555557,0.0,0,0,0.4001842037862813,-36.66666666666667,0.5006570302233903,0.0,-0.3221361265672317,71.5488750216347,0.0,17.509775004326936,0.0005
10,0.0,0.5056,1.540289425508064,-0.0084394572849581,0.7222222222222223,0.0921914209100603,0.0,0.0,-5.207100591715978,0.0,0,0,0.4034255652070228,-43.70414201183432,0.7222222222222223,0.1527851458885937,-0.4993962722500616,192.86456071487643,0.0,11.576391322853388,0.0007
11,0.0,-0.0122600000000001,1.4945174889630537,-0.2059325826698859,1.0681158741499603,-0.1025746522320383,0.0364265305334544,0.0,-52.40816326530612,5.224489795918367,0,0,0.4421039933250065,-1.9591836734693933,0.989309778449708,0.0,-0.5459657838356188,104.0,0.0,25.793193904479523,0.0009
12,0.0,1.20386,0.822071645485266,-0.0799656779723372,0.4375420612411671,0.0390927037229634,0.0,0.0,-39.69777777777777,0.0,0,2,0.3561953720071974,-4.586666666666666,0.4484454150728832,0.0,-0.2516991053187023,196.8477781559337,0.0,21.442099475397608,0.0019
13,0.0,-0.2930000000000001,1.6333407839062757,-0.0264665483553999,1.2460958441134655,0.0181668361098255,0.0054840972058422,0.0,-11.77,10.890000000000004,0,0,0.301575695456052,-15.039999999999996,1.1770234641971309,0.0,-0.4458638846929351,99.09616281328596,0.0,25.90923688476644,0.0036
14,0.0,0.3873,1.3716821259141172,-0.0490044299801812,1.0601845921201036,-0.0889509829142425,0.0441213925755537,0.0,-9.0,1.0,0,0,0.2783850808634043,1.0,1.0625000000000004,0.0,-0.4904386850975981,59.54887502163469,0.0,27.294751696887143,0.0065
15,-0.026434579219318,0.2596,1.1295525185707194,4.440008545788302e-05,0.6249999999999999,0.0034349077420464,0.0067585479212306,0.0,-3.0,-6.0,0,0,0.3900719893184008,-4.0,0.625,0.1969230769230767,-0.4636247994284745,216.86456071487643,0.0,7.219280948873623,0.0096
