,temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),Product Form_0,Product Form_1,Product Form_2,Product Form_3,Product Form_4,Product Form_5,Measured DT41J  [C]
0,287.0,0.04,0.74,0.6,0.012,0.23,0.21,18.66454796224655,11.16574135531118,1.0,0.0,0.0,0.0,0.0,0.0,24.88888888888889
1,287.0,0.04,0.74,0.6,0.012,0.23,0.21,18.66454796224655,11.16574135531118,1.0,0.0,0.0,0.0,0.0,0.0,19.27777777777778
2,287.0,0.04,0.74,0.6,0.012,0.23,0.21,19.64196959770206,11.16089175772712,1.0,0.0,0.0,0.0,0.0,0.0,38.61111111111111
3,287.0,0.04,0.74,0.6,0.012,0.23,0.21,19.64196959770206,11.16089175772712,1.0,0.0,0.0,0.0,0.0,0.0,12.83333333333333
4,287.0,0.03,0.56,1.4,0.005,0.31,0.13,18.66454796224655,11.16574135531118,0.0,0.0,0.0,0.0,0.0,1.0,4.388888888888889
5,287.0,0.03,0.56,1.4,0.005,0.31,0.13,19.64196959770206,11.16089175772712,0.0,0.0,0.0,0.0,0.0,1.0,14.66666666666667
6,291.1111111111111,0.15,0.52,1.32,0.01,0.2,0.21,17.86153441085904,10.38959995032397,0.0,0.0,1.0,0.0,0.0,0.0,10.0
7,291.1111111111111,0.15,0.52,1.32,0.01,0.2,0.21,17.86153441085904,10.38959995032397,0.0,0.0,1.0,0.0,0.0,0.0,24.44444444444444
8,292.2222222222222,0.15,0.52,1.32,0.01,0.2,0.21,19.01283722470517,10.96625591238198,0.0,0.0,1.0,0.0,0.0,0.0,26.11111111111111
9,292.2222222222222,0.15,0.52,1.32,0.01,0.2,0.21,19.16435285578444,10.93719246682784,0.0,0.0,1.0,0.0,0.0,0.0,29.44444444444444
10,292.2222222222222,0.15,0.52,1.32,0.01,0.2,0.21,19.01283722470517,10.96625591238198,0.0,0.0,1.0,0.0,0.0,0.0,39.44444444444444
11,292.2222222222222,0.15,0.52,1.32,0.01,0.2,0.21,19.16435285578444,10.93719246682784,0.0,0.0,1.0,0.0,0.0,0.0,24.44444444444444
12,292.2222222222222,0.15,0.52,1.32,0.01,0.2,0.21,18.63144376901317,10.65988071276059,0.0,0.0,1.0,0.0,0.0,0.0,12.22222222222222
13,292.2222222222222,0.15,0.52,1.32,0.01,0.2,0.21,18.63144376901317,10.65988071276059,0.0,0.0,1.0,0.0,0.0,0.0,-2.777777777777778
14,291.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,17.86153441085904,10.38959995032397,0.0,0.0,0.0,0.0,1.0,0.0,4.444444444444445
15,292.2222222222222,0.17,0.64,1.478,0.011,0.225,0.217,19.01283722470517,10.96625591238198,0.0,0.0,0.0,0.0,1.0,0.0,39.44444444444444
16,292.2222222222222,0.17,0.64,1.478,0.011,0.225,0.217,19.16435285578444,10.93719246682784,0.0,0.0,0.0,0.0,1.0,0.0,41.66666666666666
17,292.2222222222222,0.17,0.64,1.478,0.011,0.225,0.217,18.63144376901317,10.65988071276059,0.0,0.0,0.0,0.0,1.0,0.0,27.77777777777778
18,291.1111111111111,0.27,0.58,1.49,0.016,0.51,0.09,17.86153441085904,10.38959995032397,0.0,0.0,0.0,0.0,0.0,1.0,55.55555555555556
19,292.2222222222222,0.27,0.58,1.49,0.016,0.51,0.09,19.01283722470517,10.96625591238198,0.0,0.0,0.0,0.0,0.0,1.0,80.55555555555556
20,292.2222222222222,0.27,0.58,1.49,0.016,0.51,0.09,19.16435285578444,10.93719246682784,0.0,0.0,0.0,0.0,0.0,1.0,96.66666666666667
21,290.0,0.096,0.58,1.4,0.009,0.21,0.22,18.4814426285023,10.75474931695326,0.0,0.0,1.0,0.0,0.0,0.0,13.05555555555556
22,290.0,0.096,0.58,1.4,0.009,0.21,0.22,18.4814426285023,10.75474931695326,0.0,0.0,1.0,0.0,0.0,0.0,18.55555555555555
23,290.0,0.096,0.58,1.4,0.009,0.21,0.22,19.3324384599156,10.6380089093933,0.0,0.0,1.0,0.0,0.0,0.0,29.38888888888889
24,290.0,0.174,0.665,1.465,0.01,0.186,0.219,19.3324384599156,10.6380089093933,0.0,0.0,0.0,0.0,1.0,0.0,74.44444444444444
25,290.0,0.045,0.083,1.33,0.004,0.14,0.13,18.4814426285023,10.75474931695326,0.0,0.0,0.0,0.0,0.0,1.0,7.333333333333334
26,290.0,0.045,0.083,1.33,0.004,0.14,0.13,19.3324384599156,10.6380089093933,0.0,0.0,0.0,0.0,0.0,1.0,8.944444444444445
27,293.3333333333333,0.03,0.73,1.33,0.007,0.28,0.2,18.58883172559421,11.02556712943192,1.0,0.0,0.0,0.0,0.0,0.0,3.111111111111107
28,289.4444444444445,0.03,0.73,1.33,0.007,0.28,0.2,19.06818586174616,10.93591079923121,1.0,0.0,0.0,0.0,0.0,0.0,21.05555555555556
29,290.0,0.03,0.73,1.33,0.007,0.28,0.2,19.29666519026153,10.9063211256536,1.0,0.0,0.0,0.0,0.0,0.0,13.33333333333333
30,293.3333333333333,0.03,0.73,1.33,0.007,0.28,0.2,18.58883172559421,11.02556712943192,1.0,0.0,0.0,0.0,0.0,0.0,-8.777777777777779
31,289.4444444444445,0.03,0.73,1.33,0.007,0.28,0.2,19.06818586174616,10.93591079923121,1.0,0.0,0.0,0.0,0.0,0.0,16.27777777777778
32,290.0,0.03,0.73,1.33,0.007,0.28,0.2,19.29666519026153,10.9063211256536,1.0,0.0,0.0,0.0,0.0,0.0,20.61111111111111
33,293.3333333333333,0.04,0.67,1.44,0.015,0.48,0.066,18.58883172559421,11.02556712943192,0.0,0.0,0.0,0.0,0.0,1.0,9.666666666666668
34,289.4444444444445,0.04,0.67,1.44,0.015,0.48,0.066,19.06818586174616,10.93591079923121,0.0,0.0,0.0,0.0,0.0,1.0,16.55555555555556
35,290.0,0.04,0.67,1.44,0.015,0.48,0.066,19.29666519026153,10.9063211256536,0.0,0.0,0.0,0.0,0.0,1.0,27.22222222222222
36,288.8888888888889,0.057,0.77,1.38,0.013,0.3,0.24,18.58883172559421,11.01814311135271,1.0,0.0,0.0,0.0,0.0,0.0,-5.333333333333332
37,288.8888888888889,0.057,0.77,1.38,0.013,0.3,0.24,19.06069784035361,10.93452537682551,1.0,0.0,0.0,0.0,0.0,0.0,-5.333333333333332
38,288.8888888888889,0.057,0.77,1.38,0.013,0.3,0.24,19.31597034545692,10.8846899738444,1.0,0.0,0.0,0.0,0.0,0.0,2.555555555555557
39,288.8888888888889,0.057,0.77,1.38,0.013,0.3,0.24,18.58883172559421,11.01814311135271,1.0,0.0,0.0,0.0,0.0,0.0,-0.05555555555555358
40,288.8888888888889,0.057,0.77,1.38,0.013,0.3,0.24,19.06069784035361,10.93452537682551,1.0,0.0,0.0,0.0,0.0,0.0,18.77777777777778
41,288.8888888888889,0.057,0.77,1.38,0.013,0.3,0.24,19.31597034545692,10.8846899738444,1.0,0.0,0.0,0.0,0.0,0.0,18.38888888888889
42,288.8888888888889,0.04,0.64,1.45,0.011,0.53,0.069,18.58883172559421,11.01814311135271,0.0,0.0,0.0,0.0,0.0,1.0,-0.4444444444444464
43,288.8888888888889,0.04,0.64,1.45,0.011,0.53,0.069,19.06069784035361,10.93452537682551,0.0,0.0,0.0,0.0,0.0,1.0,14.5
44,288.8888888888889,0.04,0.64,1.45,0.011,0.53,0.069,19.31597034545692,10.8846899738444,0.0,0.0,0.0,0.0,0.0,1.0,13.16666666666666
45,275.5555555555555,0.14,0.55,1.35,0.007,0.19,0.2,17.18184358794477,8.726273376495698,0.0,0.0,1.0,0.0,0.0,0.0,15.0
46,275.5555555555555,0.2,0.33,1.49,0.01,0.09,0.15,17.18184358794477,8.726273376495698,0.0,0.0,0.0,0.0,0.0,1.0,15.55555555555556
47,292.0,0.04,0.86,0.71,0.011,0.2,0.0,18.987219229908,11.21443413178826,1.0,0.0,0.0,0.0,0.0,0.0,9.0
48,292.0,0.04,0.86,0.71,0.011,0.2,0.0,19.13353890837022,11.01689929072727,1.0,0.0,0.0,0.0,0.0,0.0,12.0
49,292.0,0.04,0.85,0.75,0.01,0.32,0.0,18.987219229908,11.21443413178826,1.0,0.0,0.0,0.0,0.0,0.0,17.0
50,292.0,0.04,0.85,0.75,0.01,0.32,0.0,19.13353890837022,11.01689929072727,1.0,0.0,0.0,0.0,0.0,0.0,18.0
51,292.0,0.09,0.05,1.98,0.011,0.19,0.0,18.987219229908,11.21443413178826,0.0,0.0,0.0,0.0,0.0,1.0,34.0
52,292.0,0.09,0.05,1.98,0.011,0.19,0.0,19.13353890837022,11.01689929072727,0.0,0.0,0.0,0.0,0.0,1.0,40.0
53,298.8888888888889,0.1,0.18,1.42,0.016,0.25,0.3,18.17609125905568,10.80169488914176,0.0,0.0,1.0,0.0,0.0,0.0,-13.88888888888889
54,298.8888888888889,0.1,0.18,1.42,0.016,0.25,0.3,19.36172783601759,11.98733146610367,0.0,0.0,1.0,0.0,0.0,0.0,37.22222222222222
55,298.8888888888889,0.1,0.18,1.42,0.016,0.25,0.3,20.02938377768521,12.21086757144151,0.0,0.0,1.0,0.0,0.0,0.0,83.88888888888889
56,298.8888888888889,0.1,0.18,1.42,0.016,0.25,0.3,18.85125834871907,10.87808244817499,0.0,0.0,1.0,0.0,0.0,0.0,31.11111111111111
57,298.8888888888889,0.1,0.18,1.42,0.016,0.25,0.3,19.35602585719312,10.92145439849302,0.0,0.0,1.0,0.0,0.0,0.0,58.33333333333334
58,298.8888888888889,0.27,0.1,1.25,0.014,0.28,0.12,18.17609125905568,10.80169488914176,0.0,0.0,0.0,0.0,0.0,1.0,27.22222222222222
59,298.8888888888889,0.27,0.1,1.25,0.014,0.28,0.12,18.85125834871907,10.87808244817499,0.0,0.0,0.0,0.0,0.0,1.0,78.33333333333333
60,298.8888888888889,0.27,0.1,1.25,0.014,0.28,0.12,19.35602585719312,10.92145439849302,0.0,0.0,0.0,0.0,0.0,1.0,68.33333333333333
61,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.48000694295715,10.90201908997416,0.0,0.0,1.0,0.0,0.0,0.0,71.05555555555556
62,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.79239168949825,10.7372825817956,0.0,0.0,1.0,0.0,0.0,0.0,65.72222222222221
63,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.97954837470409,10.70988975612658,0.0,0.0,1.0,0.0,0.0,0.0,82.05555555555556
64,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,19.32221929473392,10.66807665033349,0.0,0.0,1.0,0.0,0.0,0.0,78.72222222222221
65,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.48000694295715,10.90201908997416,0.0,0.0,1.0,0.0,0.0,0.0,76.66666666666666
66,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.79239168949825,10.7372825817956,0.0,0.0,1.0,0.0,0.0,0.0,73.38888888888889
67,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.97954837470409,10.70988975612658,0.0,0.0,1.0,0.0,0.0,0.0,100.1111111111111
68,283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,19.32221929473392,10.66807665033349,0.0,0.0,1.0,0.0,0.0,0.0,92.72222222222221
69,283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,18.48000694295715,10.90201908997416,0.0,0.0,0.0,0.0,0.0,1.0,88.77777777777777
70,283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,18.79239168949825,10.7372825817956,0.0,0.0,0.0,0.0,0.0,1.0,91.61111111111111
71,283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,18.97954837470409,10.70988975612658,0.0,0.0,0.0,0.0,0.0,1.0,103.5555555555556
72,283.8888888888889,0.26,0.62,1.37,0.018,0.27,0.11,19.32221929473392,10.66807665033349,0.0,0.0,0.0,0.0,0.0,1.0,99.16666666666666
73,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,18.78532983501077,11.15618945958039,0.0,0.0,1.0,0.0,0.0,0.0,13.33333333333333
74,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.41830129131975,11.14134343400073,0.0,0.0,1.0,0.0,0.0,0.0,31.11111111111111
75,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.56584781867352,11.07360498124054,0.0,0.0,1.0,0.0,0.0,0.0,39.88888888888889
76,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,18.78532983501077,11.15618945958039,0.0,0.0,1.0,0.0,0.0,0.0,10.11111111111111
77,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.41830129131975,11.14134343400073,0.0,0.0,1.0,0.0,0.0,0.0,25.83333333333333
78,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.56584781867352,11.07360498124054,0.0,0.0,1.0,0.0,0.0,0.0,35.44444444444444
79,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.74663419893758,11.10107957837157,0.0,0.0,1.0,0.0,0.0,0.0,54.44444444444444
80,283.8888888888889,0.05,0.56,1.32,0.01,0.24,0.24,19.74663419893758,11.10107957837157,0.0,0.0,1.0,0.0,0.0,0.0,58.05555555555556
81,283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,18.78532983501077,11.15618945958039,0.0,0.0,0.0,0.0,0.0,1.0,3.222222222222221
82,283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,19.41830129131975,11.14134343400073,0.0,0.0,0.0,0.0,0.0,1.0,14.77777777777778
83,283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,19.56584781867352,11.07360498124054,0.0,0.0,0.0,0.0,0.0,1.0,3.333333333333329
84,283.8888888888889,0.08,0.07,1.17,0.008,0.14,0.1,19.74663419893758,11.10107957837157,0.0,0.0,0.0,0.0,0.0,1.0,13.0
85,276.6666666666667,0.12,0.56,1.5,0.01,0.27,0.23,17.6085260335772,9.072006477252465,0.0,0.0,1.0,0.0,0.0,0.0,10.49444444444445
86,292.2222222222222,0.05,0.73,0.69,0.01,0.27,0.21,18.61172330800734,11.04103469376585,1.0,0.0,0.0,0.0,0.0,0.0,15.94444444444444
87,289.4444444444445,0.05,0.73,0.69,0.01,0.27,0.21,19.17318626841227,10.920796602584,1.0,0.0,0.0,0.0,0.0,0.0,10.16666666666666
88,290.0,0.05,0.73,0.69,0.01,0.27,0.21,19.3541084391474,10.88822209806754,1.0,0.0,0.0,0.0,0.0,0.0,27.5
89,292.2222222222222,0.05,0.73,0.69,0.01,0.27,0.21,18.61172330800734,11.04103469376585,1.0,0.0,0.0,0.0,0.0,0.0,10.33333333333334
