,SpDiam_D,C2SP1,ECIndex,SpMAD_DzZ,Xc-3d,ATS6Z,ATSC8d,ATS8Z,ATS8d,SpMAD_Dzare,LogEE_DzZ,FilterItLogS,ATSC2p,SpAbs_D,SpMax_Dzare,NsssCH,ATS7Z,fMF,GATS2d,LogEE_Dzpe,target
0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8259394198788437,0.458127325568794,0.002031214761,0.0,0.2857142857142857,0,0.0,0.0,0.0,0.8308514783272734,19.0002
1,3.0000000000000004,0,6,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.210997623238176,-0.4661156793273014,-2.348323331314333,4.0,2.0,0,0.0,0.3333333333333333,1.6,2.210997623238176,155.8145
2,8.61803398874989,0,20,1.1962676328872943,0.0,0.0,0.0,0.0,0.0,1.1071811696932552,3.271445795325513,-0.2000673989479572,-0.1734694023401389,11.99999999999999,2.936496432841793,0,0.0,0.8333333333333334,0.8571428571428571,3.2098471589042266,240.038
3,8.61803398874989,0,20,1.3329711676702354,0.0,0.0,0.0,0.0,0.0,1.255807569263305,3.520250131278776,-0.4122019009870181,0.0873544700280467,11.99999999999999,3.250919574624061,0,0.0,0.625,1.018181818181818,3.457239106226248,264.8693
4,6.482832401283938,0,13,1.7864982233855875,0.2886751345948128,0.0,0.0,0.0,0.0,1.7077900213736157,3.664593211469566,0.0300587090976811,0.3151004271043797,8.199295459351726,3.4619969808579807,0,0.0,0.2727272727272727,2.077777777777778,3.605981591039729,270.5508
5,8.576491222541476,0,14,1.6369328112045018,0.0,0.0,0.0,0.0,0.0,1.5588456529587835,3.480313975039984,0.2183327446830441,0.9943015949999998,10.32455532033676,3.26054844877471,0,0.0,0.0,1.4,3.44977638091907,293.917
6,8.61803398874989,0,20,1.8268041554727892,0.0,0.0,0.0,0.0,0.0,1.762965026601966,4.674572642973271,-0.1224634115353993,0.2116425991632499,11.99999999999999,4.501688974136371,0,0.0,0.5,1.0588235294117647,4.628776634648875,315.6279
7,10.02285146632734,0,23,1.944637461083095,0.2886751345948128,0.0,0.0,0.0,0.0,1.8991586868396149,4.982423229642099,-0.1997436710145324,-0.3626234941117779,13.0762411763795,4.862182431384751,0,0.0,0.4444444444444444,1.5563909774436089,4.958714941197427,344.5473
8,13.000000000000002,0,36,1.6153219854465275,0.0,0.0,0.0,0.0,0.0,1.5077813045646933,4.969633266167199,-0.4898006802519546,0.3178828781816247,17.999999999999996,4.644237676815664,0,0.0,0.75,0.9333333333333336,4.845671211316199,369.079
9,12.988302897090318,0,29,1.328110405533195,0.2886751345948128,0.0,0.0,0.0,0.0,1.2396638625787988,4.220922182879232,-0.3024199999764601,0.219648,17.643740059501134,3.923737981407872,0,0.0,0.8333333333333334,0.7142857142857142,4.152563846628311,377.0208
10,11.271214213081471,0,25,2.208934310120648,0.2041241452319315,0.0,0.0,0.0,0.0,2.1722208442316173,5.58989117526202,-0.1878861837165191,-0.9665451260350988,14.017215180202395,5.504819211556243,1,0.0,0.3333333333333333,1.6032388663967612,5.558342026494093,386.5557
11,10.10652328007523,0,32,2.3049009673502407,0.5499433047536864,0.0,0.0,0.0,0.0,2.2453910065597635,6.854529036184103,0.2185505018259389,-0.8938626755020771,15.102686013317207,6.701948730405096,3,0.0,0.4615384615384615,1.477611940298507,6.790729893365652,397.6097
12,8.715117680702502,0,16,2.3055846258384927,1.2071067811865477,0.0,0.0,0.0,0.0,2.282216983472057,5.820636964349494,-0.371422352109148,-1.5517505459509768,12.352872628947882,5.762685315823,0,0.0,0.2307692307692307,2.403697996918337,5.808205438596313,401.4888
13,13.000000000000002,0,36,1.788926715556122,0.0,0.0,0.0,0.0,0.0,1.7259255405700469,5.431164729067612,-0.9271230879570366,-0.1557310078550399,17.999999999999996,5.239665872524473,0,0.0,0.6,1.0714285714285712,5.357721499934164,408.2875
14,10.02285146632734,0,23,2.4447000769299576,0.2886751345948128,0.0,0.0,0.0,0.0,2.420430829655846,6.167329204912975,-0.0439923521091479,-2.2257851612682904,13.0762411763795,6.108219931282472,1,0.0,0.3076923076923077,1.6956521739130432,6.154338342297803,413.9118
