,BCCefflatcnt_composition_average,NValance_composition_average,IonicRadii_composition_average,Number_composition_average,AtomicWeight_composition_average,AtomicNumber_composition_average,HeatCapacityMolar_composition_average,BCCvolume_pa_composition_average,n_ws^third_composition_average,AtomicWeight_max_value,Number_max_value,AtomicNumber_max_value,AtomicVolume_composition_average,AtomicWeight_arithmetic_average,GSvolume_pa_composition_average,ICSDVolume_composition_average,BCCvolume_pa_arithmetic_average,CovalentRadius_difference,NdValence_arithmetic_average,BCCfermi_composition_average,NdValence_max_value,BCCfermi_arithmetic_average,AtomicVolume_difference,BCCvolume_pa_max_value,NUnfilled_min_value,target
0,7.140036982000001,4.0,0.84,40.0,91.224,40.0,25.36,22.75,1.41,91.224,40.0,40.0,23.2659432691915,91.224,23.195,23.2,22.75,0.0,2.0,4.22805065,2.0,4.22805065,0.0,22.75,8.0,268.987
1,7.891545761500001,5.4,0.8749999999999999,24.8,55.58516,24.8,26.451500000000006,33.429,1.087,118.71,50.0,50.0,34.87075506304831,60.70443333333333,36.05183333334,34.92,40.06999999999999,64.0,3.333333333333333,4.747576062,10.0,4.360974523333333,52.62557158745121,72.1,4.0,268.987
2,7.4669056727999985,5.2,0.8879999999999999,45.2,108.709022,45.2,23.3174,28.688,1.2959999999999998,138.90547,57.0,57.0,29.499937246417947,88.57805666666668,28.1185,28.78,22.83333333333333,131.0,3.666666666666667,8.079841874,10.0,8.283101356666666,28.70555640351138,37.47,4.0,194.685
3,5.873446177111112,5.222222222222221,0.5066666666666667,25.0,56.31629064444444,25.0,21.223777777777773,13.18,1.6655555555555557,101.07,44.0,44.0,13.183367302255508,46.28751286666667,13.091666666666663,13.466666666666669,12.313333333333334,62.0,2.333333333333333,8.761395028888888,7.0,8.927986883333334,9.29665725222516,16.92,4.0,194.685
4,7.344032058,22.0,1.02,76.0,189.698963,76.0,25.756,25.32333333333333,1.3133333333333332,207.2,82.0,82.0,26.142955513328232,189.698963,25.1811111111,26.1,25.32333333333333,56.0,6.666666666666668,5.81445785,10.0,5.81445785,14.1933162942844,31.32,1.0,248.043
5,6.987619504,10.666666666666668,1.0466666666666666,24.0,56.42993546666666,24.0,27.798,31.185,0.0,131.293,54.0,54.0,24718.713719665768,75.1457016,24.355,30.2,42.5625,83.0,5.0,-0.22946762,10.0,0.449279805,18351.3154570115,76.695,0.0,248.043
6,6.843827932666668,8.0,0.5366666666666666,32.666666666666664,75.54333333333331,32.666666666666664,24.52,20.816666666666663,0.4066666666666667,162.5,66.0,66.0,28.63003047829273,97.2825,27.60458333333333,27.666666666666664,23.415,87.0,0.0,6.296295123333333,0.0,5.56164967,4.390454050864598,31.21,2.0,536.231
7,7.227600616714286,11.285714285714285,0.8285714285714285,47.28571428571429,112.73130571428572,47.28571428571429,25.24571428571429,23.962857142857143,0.7028571428571428,127.6,52.0,52.0,27.119021975877036,110.25319,27.65619047617143,27.128571428571423,23.24,26.0,7.0,6.648160424285715,10.0,6.42986813,15.954555742230394,28.3,2.0,536.231
8,10.049827106,6.0,1.3966666666666667,42.0,99.51186666666666,42.0,29.28333333333333,68.52666666666667,0.4,127.6,52.0,52.0,73.0795308041662,106.5339,72.06944444443333,73.3,58.47,82.0,5.0,2.7132271566666666,10.0,4.024398915,58.6842631224285,88.64,1.0,174.85
9,7.715273480666668,13.666666666666664,0.9,55.66666666666667,134.14845,55.66666666666667,26.45666666666667,28.766666666666666,1.2466666666666666,158.92535,65.0,65.0,30.830779880987063,140.342675,31.6188888889,30.766666666666666,29.605,55.0,5.0,6.715161993333334,10.0,5.87816208,1.918069311593904,32.12,3.0,174.85
10,6.291454498166669,11.333333333333336,0.6716666666666666,50.33333333333334,118.43166666666669,50.33333333333334,25.938333333333336,15.703333333333337,1.6333333333333333,178.49,72.0,72.0,15.960107089543216,142.455,15.708333333333332,15.983333333333333,18.17,36.0,6.0,5.111269411666667,10.0,4.9598298750000005,7.570324925877101,21.87,0.0,121.56
11,5.8938165424,10.0,1.2459999999999998,29.2,69.28444,29.2,27.6388,14.532,0.512,207.2,82.0,82.0,11166.039773150029,104.8078,15.724,21.08,19.33333333333333,109.0,4.0,4.350430898,10.0,5.20169583,18568.93122322021,27.92,2.0,121.56
12,6.64086331775,11.5,0.6725,32.0,73.19243465,32.0,25.069000000000003,18.365,0.6875,107.8682,47.0,47.0,22.02192042976397,71.26991286666666,21.1625,23.3,17.763333333333332,25.0,6.666666666666668,5.7600885900000005,10.0,5.809531263333334,10.6143801083177,20.17,1.0,327.586
13,7.239432343666668,12.0,0.86,54.0,129.03511666666668,54.0,26.70666666666667,24.559999999999995,1.3833333333333333,158.92535,65.0,65.0,25.666434155911933,129.03511666666668,25.90222222223333,25.6,24.559999999999995,55.0,6.666666666666668,5.6477711133333335,10.0,5.6477711133333335,17.4111064868193,32.12,3.0,327.586
14,7.041603963666668,9.333333333333332,0.84,39.333333333333336,91.33615666666668,39.333333333333336,26.17666666666667,23.19,1.27,138.90547,57.0,57.0,24.115614445562677,91.33615666666668,23.23833333333333,24.03333333333333,23.19,85.0,7.0,5.213294220000001,10.0,5.213294220000001,22.324962384000603,37.47,0.0,252.974
15,6.466671627333334,10.666666666666666,0.6733333333333333,32.0,71.61826666666667,32.0,24.23,16.94333333333333,0.9333333333333332,107.8682,47.0,47.0,21.98871982724667,71.61826666666667,21.430625,21.4,16.94333333333333,40.0,6.666666666666668,6.0976637700000005,10.0,6.0976637700000005,10.0908978447804,19.01,1.0,252.974
16,7.261713793999999,6.0,0.8200000000000001,33.0,73.249,33.0,25.9545,25.645,1.29,106.42,46.0,46.0,28.81778678551765,73.249,26.090000000000003,29.4,25.645,37.0,5.0,4.041206375,10.0,4.041206375,28.23880103390789,36.82,0.0,119.013
17,7.248401191666668,13.333333333333332,0.9633333333333334,55.33333333333333,132.62533333333334,55.33333333333333,26.26,24.36,1.1333333333333333,173.054,70.0,70.0,28.966574283383032,142.73250000000004,24.37,28.03333333333333,26.715,43.0,5.0,3.24401347,10.0,2.896873055,22.1596464827641,33.78,0.0,119.013
18,7.921136598333334,6.0,0.9233333333333332,18.666666666666668,41.66643333333333,18.666666666666668,26.60766666666667,36.26,0.5433333333333333,78.96,34.0,34.0,41.533575796260266,41.66643333333333,38.54,42.33333333333333,36.26,83.0,3.333333333333333,1.9282966966666668,10.0,1.9282966966666668,54.3038066032026,72.1,1.0,209.205
19,6.271860131166668,4.333333333333334,0.7849999999999999,26.0,57.78148620000001,26.0,25.220666666666663,15.893333333333334,1.5583333333333331,92.90638,41.0,41.0,3113.282369099129,44.63153953333334,17.04479166666667,18.35,14.026666666666667,93.0,1.3333333333333333,6.084765056666668,4.0,6.31362426,18575.90454210129,18.18,3.0,209.205
20,6.392091896375001,22.875,0.64625,74.625,185.9185,74.625,25.78125,16.5725,1.715,195.084,78.0,78.0,17.21433349886606,158.422,17.0875,16.9875,21.08,3.0,9.5,7.80372552625,10.0,8.054626795,14.8309599370549,27.09,2.0,290.738
21,7.1322016355,12.5,1.075,57.5,137.5636,57.5,26.735,23.44,1.295,167.259,68.0,68.0,23.8558581584521,137.5636,23.4575,23.8,23.44,44.0,5.0,3.606469975,10.0,3.606469975,13.5604204171226,30.68,1.0,290.738
22,6.284283797285714,8.0,1.2557142857142856,22.0,50.19337142857143,22.0,27.72428571428572,18.697142857142858,0.4242857142857143,207.2,82.0,82.0,10640.714923367896,87.75913333333332,20.01,26.81428571428572,24.02333333333333,110.0,3.333333333333333,3.769783497142857,10.0,4.757486803333333,18561.855743476663,36.82,2.0,417.509
23,7.817099196428572,5.7142857142857135,1.5571428571428572,21.714285714285715,46.63265714285715,21.714285714285715,31.568,34.404285714285706,0.4242857142857143,106.42,46.0,46.0,10490.91746655593,60.32376666666667,36.94476190477143,40.27142857142857,35.70333333333333,101.0,3.333333333333333,1.9899552171428567,10.0,2.4485413200000004,18302.80865129564,72.1,0.0,417.509
24,6.4321330880000005,5.666666666666666,0.5433333333333332,33.0,74.42258733333333,33.0,24.414666666666665,16.939999999999998,1.63,101.07,44.0,44.0,21.6826464983776,74.42258733333333,19.7584126984,18.7,16.939999999999998,68.0,3.0,7.68540203,7.0,7.68540203,14.646247407341098,22.75,3.0,213.30900000000003
25,6.765035282666668,6.0,0.6866666666666666,16.0,35.3892,16.0,24.78966666666667,19.466666666666665,1.1966666666666663,74.9216,33.0,33.0,22.163438970893324,35.3892,20.552777777766664,22.16666666666667,19.466666666666665,22.0,3.333333333333333,3.59610317,10.0,3.59610317,1.678235015751401,22.88,0.0,213.30900000000003
26,6.727094769666666,14.000000000000002,0.77,50.0,119.304523,50.0,25.60266666666667,19.14,1.43,196.966569,79.0,79.0,19.941173456251462,119.304523,19.584166666666665,19.9,19.14,53.0,7.333333333333334,4.727554506666666,10.0,4.727554506666666,6.318879652711001,22.75,1.0,218.792
27,6.77603081325,9.0,0.7575000000000001,36.5,84.870625,36.5,25.83,19.8275,1.27,114.818,49.0,49.0,21.85872105285005,74.88816666666669,19.688333333325,21.325000000000006,18.293333333333333,14.0,6.0,6.098142062499999,10.0,5.33143354,12.357148349641198,24.43,1.0,218.792
28,6.84676606395,14.0,0.6205,39.2,91.6711,39.2,24.00365,20.682,1.3930000000000002,192.217,77.0,77.0,23.99992283762637,101.645,23.46075,23.805,23.42333333333333,56.0,5.666666666666668,5.209338145499999,10.0,5.63848362,28.7886368338589,36.82,3.0,298.434
29,7.14408019625,2.75,0.635,18.25,39.8504375,18.25,23.4395,24.8675,1.24875,137.327,56.0,56.0,27.23844840088005,63.23916666666666,27.058750000000003,27.05,33.69333333333333,104.0,0.0,5.96108829125,0.0,5.2001702566666665,44.9529039580824,63.59,4.0,298.434
30,6.2553030322500005,5.75,0.485,35.25,79.7134405,35.25,24.001,15.3075,1.7400000000000002,95.96,42.0,42.0,18.679190970012023,63.46688100000001,17.4100595238,16.35,14.925,47.0,2.5,8.9947171875,5.0,9.352436515,12.713241128838902,15.69,3.0,179.21400000000003
31,6.589327093333332,6.0,0.7899999999999999,36.0,80.38046666666666,36.0,25.596666666666664,18.61,1.5233333333333334,91.224,40.0,40.0,19.157723660029365,74.9587,18.90333333333333,19.066666666666663,16.54,51.0,5.0,4.517297936666667,8.0,4.66192158,12.3246588274864,22.75,2.0,179.21400000000003
32,6.610676001666668,13.666666666666664,0.6766666666666666,49.66666666666666,118.16053333333332,49.66666666666666,24.81,18.26333333333333,1.5733333333333333,178.49,72.0,72.0,19.18685044697297,118.16053333333332,19.295,19.3,18.26333333333333,56.0,6.333333333333334,6.655865440000001,10.0,6.655865440000001,8.700836785140703,21.87,3.0,239.886
33,5.9533780795,11.0,0.6425000000000001,29.0,63.9715975,29.0,24.558000000000003,13.465,1.5475,72.64,32.0,32.0,14.964595370846874,65.651065,14.36375,14.875,14.473333333333333,6.0,9.0,5.1439863300000015,10.0,4.811843526666666,11.6651156992454,18.82,0.0,239.886
34,5.8100230895000005,14.166666666666668,0.815,47.5,113.81891666666668,47.5,25.679,12.631666666666668,1.7633333333333332,183.84,74.0,74.0,3110.3262897956997,85.51336666666667,13.926458333333333,15.26666666666667,11.12,91.0,4.0,6.434165306666666,8.0,6.250082103333334,18581.557682177096,16.05,2.0,180.449
35,5.446833446285715,2.7142857142857144,0.4128571428571429,7.0,14.852042857142855,7.0,13.731714285714286,15.537142857142856,1.592857142857143,39.0983,19.0,19.0,17.09063832496948,24.95465,16.59166666667143,17.4,39.105,119.0,0.0,8.786223235714285,0.0,5.102763925,68.55009741779315,72.1,1.0,180.449
36,7.687211549666668,24.333333333333336,1.12,78.33333333333333,196.4556,78.33333333333333,25.42,28.39666666666667,1.18,207.2,82.0,82.0,30.068959311182493,191.0834,28.361666666666665,30.03333333333333,28.635,41.0,5.5,6.5247217000000015,10.0,5.6353308800000015,0.8173911046703992,29.35,4.0,262.784
37,7.189177985500001,18.5,0.94,72.5,179.7332845,72.5,26.789,23.97,1.395,196.966569,79.0,79.0,24.25203173100815,179.7332845,23.97,24.25,23.97,56.0,5.0,4.681234725,10.0,4.681234725,14.6099362290553,31.21,1.0,262.784
38,6.51573508175,21.5,0.65,71.0,175.9905,71.0,26.1425,17.61,1.645,195.084,78.0,78.0,18.2620439455668,156.89700000000002,19.58625,18.075,20.15,3.0,9.5,8.0527056475,10.0,8.385319525,11.6063217553304,25.23,2.0,560.437
39,7.202675099,6.5,0.8075,42.5,98.0955,42.5,25.7675,23.37,1.3675,118.71,50.0,50.0,24.191153767409773,104.967,25.7175,24.15,23.99,36.0,6.0,5.4336748075,10.0,6.639298965,3.7008419928731016,25.23,4.0,560.437
40,7.821897703999999,29.0,1.03,83.0,208.9804,83.0,25.52,29.91,1.16,208.9804,83.0,83.0,35.483459082206394,208.9804,32.95,35.3,29.91,0.0,10.0,8.46315729,10.0,8.46315729,0.0,29.91,3.0,168.261
41,6.301403739714286,9.714285714285715,0.5957142857142858,42.0,96.84168028571428,42.0,25.78057142857143,15.848571428571429,1.5957142857142856,114.818,49.0,49.0,18.255530188549773,84.07058733333334,16.982891156457146,16.92857142857143,17.686666666666667,35.0,6.666666666666668,6.34301267142857,10.0,7.884377326666668,13.5157355480775,24.43,0.0,168.261
42,5.8615769274,8.8,1.16,24.4,55.52684,24.4,28.3228,14.170000000000002,0.468,114.818,49.0,49.0,11165.751363157797,65.4087,15.167000000000002,20.82,15.88,76.0,5.0,5.203427152,10.0,5.735900565,18566.11450832901,24.43,2.0,194.442
43,6.6923240038,8.0,0.8,30.0,70.2523472,30.0,22.2794,19.89,1.34,204.3833,81.0,81.0,22.498779806394943,87.11663733333332,19.851,21.76,18.35,94.0,3.666666666666667,5.928090532000001,10.0,6.912283526666666,19.815786845616483,26.25,4.0,194.442
44,6.884454075333331,5.333333333333334,0.7333333333333334,32.66666666666667,74.10246286666667,32.66666666666667,25.57,21.306666666666672,1.4233333333333331,106.42,46.0,46.0,21.4353412228644,74.10246286666667,21.085,21.4,21.306666666666672,69.0,3.666666666666667,5.394384013333332,10.0,5.394384013333332,18.314826613955898,32.53,9.0,401.37
45,7.46945778325,13.0,0.8550000000000001,53.5,127.34608,53.5,26.8425,26.1525,1.1825,164.93032,67.0,67.0,27.34708859798275,139.87416000000002,25.878333333325,27.35,27.875,50.0,5.0,7.08247924,10.0,5.76669085,5.057721750376199,31.32,3.0,401.37
46,6.476572363200001,7.6,0.5780000000000001,36.8,84.8964,36.8,23.62,17.662,1.548,162.5,66.0,66.0,19.80815498005128,97.83033333333334,19.88000000000001,18.92,19.92,81.0,2.6666666666666665,7.584838277999999,8.0,6.88031745,17.831490034788303,31.21,3.0,177.39
47,6.9940044363333325,3.0,0.7000000000000001,21.666666666666664,47.62297573333333,21.666666666666664,24.97666666666667,22.12333333333333,1.33,88.90585,39.0,39.0,22.06735397251313,57.9436943,21.775,22.03333333333333,24.725,69.0,0.5,6.253412093333332,1.0,5.49808143,16.418788365009707,32.53,5.0,177.39
48,6.6468392565,12.0,0.6799999999999999,64.0,161.48,64.0,12.6815,18.41,0.72,244.0,94.0,94.0,23.82798434231025,161.48,22.0,24.9,18.41,67.0,5.0,12.34188914,10.0,12.34188914,6.7616405670347,20.17,2.0,440.648
49,6.7756215655,6.0,0.835,33.0,73.9195225,33.0,25.67,21.485,1.48,88.90585,39.0,39.0,22.0045367828164,73.9195225,21.305,22.0,21.485,64.0,4.0,4.68625209,7.0,4.68625209,22.017352199406403,32.53,3.0,440.648
50,6.542089281999999,6.000000000000001,0.6416666666666667,24.66666666666667,55.64642573333333,24.66666666666667,25.165,18.115,1.4233333333333331,167.259,68.0,68.0,17.992508479793013,84.31131286666665,17.804166666666667,17.966666666666672,19.31,68.0,2.6666666666666665,6.55204439,8.0,5.34001536,19.6947839253083,30.68,2.0,429.918
51,7.240332164250001,10.25,0.7225,47.75,115.0689375,47.75,25.07125,24.65375,1.33125,167.259,68.0,68.0,26.653684373113176,97.67225,26.780625,26.625,22.645,78.0,0.0,5.6930180987500005,0.0,6.537297415,10.6196906504006,30.68,2.0,429.918
52,6.885946000500001,16.5,0.705,52.5,126.7058,52.5,25.185,20.44,1.4449999999999998,178.49,72.0,72.0,21.9963384658094,126.7058,22.1875,21.95,20.44,56.0,6.0,5.603658025,10.0,5.603658025,0.5447454572628025,21.87,3.0,280.281
53,5.393795105,8.333333333333334,0.4766666666666667,27.66666666666667,68.07712133333332,27.66666666666667,19.455333333333336,10.133333333333333,1.73,186.207,75.0,75.0,10.302229046837692,97.609591,10.145,10.3,11.3,55.0,2.5,8.312971856666666,5.0,8.421403255,6.612157774163709,14.8,5.0,280.281
54,6.751240738666668,6.666666666666668,0.6066666666666667,22.0,48.19248353333333,22.0,24.314,19.313333333333333,1.3433333333333333,72.64,32.0,32.0,21.421570606153367,48.19248353333333,20.573333333333327,21.23333333333333,19.313333333333333,50.0,3.666666666666667,5.531972339999999,10.0,5.531972339999999,8.414886401081699,22.2,4.0,261.367
55,6.158454513200001,12.4,0.654,45.2,107.69414,45.2,22.2314,15.586,1.586,207.2,82.0,82.0,16.65233430674442,108.54356666666666,15.396,16.0,16.33,70.0,6.666666666666668,6.508110933999999,10.0,7.38885877,21.516333297447577,27.92,0.0,261.367
56,6.6477056805,9.5,0.82,36.5,82.7039625,36.5,25.5375,19.78,1.3299999999999998,114.818,49.0,49.0,20.688938726677023,89.08995,19.691250000000004,20.65,22.68,58.0,7.0,5.0969591175,10.0,5.33636559,21.183270950619704,32.53,1.0,304.608
57,6.6354393565,21.0,0.73,75.0,186.787,75.0,25.795,18.47,1.615,195.084,78.0,78.0,18.814587350587495,186.787,18.61,18.75,18.47,39.0,5.5,6.22638117,9.0,6.22638117,6.9082476877066,21.87,2.0,304.608
58,7.700528333857143,8.142857142857142,0.9114285714285714,46.71428571428571,111.48381142857144,46.71428571428571,26.05142857142857,29.558571428571423,1.2914285714285714,138.90547,57.0,57.0,30.756354526678056,106.913535,30.587857142857143,30.58571428571428,28.24,88.0,5.5,7.217678148571429,10.0,7.124799065,15.8066803816251,37.47,3.0,441.897
59,6.5092423425172425,7.793103448275862,0.6241379310344828,33.172413793103445,77.50291784827587,33.172413793103445,24.94620689655172,17.352758620689656,1.4699999999999998,178.49,72.0,72.0,17.310750459543073,103.9638462,17.163793103448278,17.341379310344827,17.753333333333334,54.0,4.0,6.514831806896551,10.0,5.894577723333334,7.570324925877101,21.87,0.0,441.897
60,6.912415598399999,11.2,0.6040000000000001,47.6,115.9469048,47.6,25.0236,24.214,1.5619999999999998,190.23,76.0,76.0,29.87298412883152,119.510254,27.38209523808,25.64,30.77666666666667,108.0,2.0,7.858007066,6.0,6.814946003333333,50.98558400660521,63.59,3.0,431.5
61,5.5426423411111125,5.1111111111111125,0.4500000000000001,20.444444444444443,48.10085555555556,20.444444444444443,16.031333333333333,12.922222222222226,1.6411111111111112,190.23,76.0,76.0,13.755191891648629,96.64895,13.539444444444444,13.977777777777776,17.740000000000006,106.0,2.333333333333333,8.533238087777779,6.0,7.423006183333332,25.715445617234863,32.53,4.0,431.5
62,7.6272809015,13.0,0.91,58.0,139.87416000000002,58.0,26.945,27.875,1.1949999999999998,164.93032,67.0,67.0,28.6115190355768,139.87416000000002,27.49666666665,28.6,27.875,50.0,5.0,5.76669085,10.0,5.76669085,5.057721750376199,31.32,3.0,186.771
63,6.465797844000001,7.6,0.552,36.8,85.11399999999998,36.8,23.244,17.543999999999997,1.5779999999999998,167.259,68.0,68.0,19.56091452376784,98.80483333333332,19.697000000000006,19.72,19.73333333333333,78.0,2.333333333333333,8.10191401,7.0,7.2782917,17.0681939577133,30.68,2.0,186.771
64,5.238566360499999,5.833333333333334,0.5166666666666666,16.5,40.33791316666667,16.5,17.938833333333335,9.288333333333334,1.653333333333333,196.966569,79.0,79.0,9.57299098228824,102.9893755,9.358333333333333,9.566666666666666,12.265,40.0,5.0,7.747550240000002,10.0,7.0504326,8.848887161030706,16.73,0.0,335.6380000000001
65,6.4986339014,5.8,0.5760000000000001,31.4,70.17756999999999,31.4,23.294,17.926,1.5459999999999998,102.9055,45.0,45.0,20.09939758744804,73.29895,20.105000000000004,19.18,20.36,79.0,3.0,7.5597135039999985,8.0,6.838442826666666,19.287703071772107,32.53,3.0,335.6380000000001
66,6.823747818999999,9.0,0.8166666666666667,39.0,89.5108,39.0,26.346666666666664,21.71333333333333,1.4166666666666667,140.116,58.0,58.0,21.778766467707133,89.5108,22.13916666666667,21.6,21.71333333333333,82.0,6.333333333333334,4.23355123,10.0,4.23355123,23.8432170366288,36.87,2.0,177.644
67,7.209180822,13.0,0.9333333333333332,49.0,116.48518966666668,49.0,25.789,24.4,1.24,196.966569,79.0,79.0,27.15475879158237,116.48518966666668,24.655,27.500000000000004,24.4,40.0,6.666666666666668,4.279491336666666,10.0,4.279491336666666,25.9901236859911,36.82,0.0,177.644
68,6.846446636882352,13.764705882352938,0.7058823529411764,41.29411764705883,96.64489411764708,41.29411764705883,26.222352941176467,20.42058823529412,1.3147058823529412,174.9668,71.0,71.0,21.654157393989887,117.0366,20.95058823529412,21.641176470588235,20.586666666666662,65.0,7.0,3.7914060952941178,10.0,4.03466811,14.8256456395052,29.35,0.0,437.29
69,5.87959116,9.0,1.252222222222222,26.33333333333333,62.43602222222222,26.33333333333333,28.525333333333336,17.975555555555555,0.4777777777777778,190.23,76.0,76.0,12408.199038457506,97.2324,19.281388888888888,24.933333333333334,36.85,154.0,2.0,4.0096365488888885,6.0,3.980579763333333,18578.213468821312,88.64,1.0,437.29
