,ATS2s,GATS1dv,piPC2,AETA_dBeta,ATSC2i,nO,SaaO,GATS1c,SaaNH,ETA_dEpsilon_D,ATSC0c,n3HRing,VR2_DzZ,GATS1se,AETA_eta_L,AATSC0s,SpAbs_Dzi,SdsN,Xch-3dv,SdNH,target
0,384.0,2.5000000000000004,1.9459101490553128,-0.6,9.114337499999971,0,0.0,2.5,0.0,0.0,0.3912114751973216,0,2.21011040610907,2.500000000000001,0.2015810522715878,7.289999999999999,7.775365654029688,0.0,0.0,0.0,-0.4286
1,6.0,0.513157894736842,0.0,1.125,0.6559671677891125,0,0.0,0.5475706159157174,0.0,0.0,0.0671966695211063,0,0.7179054277564751,0.5736472945891784,0.0596284793999943,4.222222222222222,0.5634801782054258,0.0,0.0,0.0,-0.3604
2,64.33333333333334,0.75,2.9041650800285006,0.3214285714285714,-7.312829581938775,1,3.971759259259259,1.078932318926912,0.0,0.0,0.2029941650647171,0,2.81267044129751,0.7500526705942023,0.1320954569338345,1.5544217687074828,13.520536102132084,0.0,0.0,0.0,-0.3473
3,275.74999999999994,0.4541284403669725,3.056356895370426,-0.25,13.673162219667528,1,3.72099537037037,1.4813590075982903,0.0,0.0,0.3999357447830428,0,3.290714847628695,0.8243940677809896,0.1848037572826427,7.622291666666666,24.417951812444976,0.0,0.0,0.0,-0.3411
4,81.25,0.3793103448275862,2.5649493574615367,0.3214285714285714,-3.691463805004228,1,0.0,1.4469763835339728,0.0,0.0779761904761905,0.3369153100325809,0,2.5896235396947915,1.0167724448857465,0.190442835449235,4.261363636363637,19.5004406689384,0.0,0.0,0.0,-0.3385
5,260.9583333333333,0.242007992007992,2.3978952727983707,-0.53125,38.64623892683589,0,0.0,2.194591721262161,0.0,0.0,0.2585571136943039,0,2.85736689698601,0.5361043013149097,0.3410537945938031,6.782679738562093,28.07594183368935,0.0,0.0,0.0,-0.336
6,76.66666666666667,0.75,2.8903717578961645,0.65625,-3.863718286289061,1,0.0,1.225851574683099,0.0,0.0,0.2810010662986941,0,2.6771394074355945,0.7483316444259953,0.1220465590421973,3.9027777777777777,26.057870225869973,0.0,0.0,0.0,-0.334
7,72.58333333333334,0.3243902439024391,2.6390573296152584,0.1666666666666666,-3.136223034204608,0,0.0,0.9690009652718292,0.0,0.0,0.1293898768973233,0,2.9884456601289093,0.5176964506740708,0.2940158338676134,2.2745460141582017,37.40058939639544,0.0,0.0,0.0,-0.3327
8,54.83333333333333,0.4938271604938272,2.6390573296152584,0.2142857142857142,-6.930330008606664,1,0.0,1.1526909673596324,0.0,0.0,0.2906572545250014,1,2.870472703057384,0.9099248296413248,0.1971987326641459,3.5480109739369,21.242516394590623,0.0,0.1360827634879543,0.0,-0.3308
9,65.375,0.340080971659919,2.6390573296152584,0.25,4.134060623873516,0,0.0,0.9175320050547716,0.0,0.0,0.1060333586723462,0,2.780956260157337,0.5060402684563757,0.2489540517770746,2.581787109375,28.697848385139974,0.0,0.0,0.0,-0.3298
10,86.27777777777779,1.3333333333333333,3.188416617383492,0.4444444444444444,-13.295372858549378,1,4.4375,1.4746983659377806,0.0,0.0,0.5075165398998646,0,3.296390031757123,1.3332811276429133,0.1301177960077209,2.379286694101509,25.36602672026302,0.0,0.0,0.0,-0.3282
11,268.5833333333334,0.2604790419161676,2.6390573296152584,-0.2222222222222222,37.55858676829695,0,0.0,1.926401423316808,0.0,0.0,0.2986562087005329,0,2.957156279762802,0.5829191037060364,0.2651893170556167,7.821913580246915,35.24353863413812,0.0,0.0,0.0,-0.3272
12,71.41666666666667,0.3666107382550336,2.5649493574615367,0.1666666666666666,-8.603135722653601,0,0.0,0.8621367038280748,0.0,0.0,0.1123417729107335,0,2.938428515190404,0.5176964506740708,0.2986903676878248,2.2719298245614032,41.201188395294224,0.0,0.0,0.0,-0.3266
13,96.5,0.404296875,3.146305132033365,0.3055555555555556,-10.360877172001423,1,0.0,1.2318400966631422,0.0,0.0,0.3385952027761728,0,3.22783142744966,0.7777148537354479,0.144827016918386,3.2891666666666666,22.83503346424328,0.0,0.0,0.0,-0.3261
14,87.5,0.5864197530864197,2.772588722239781,0.46875,-4.559812091435021,1,0.0,1.4998173413758311,0.0,0.0662037037037037,0.399366966908989,0,2.7884361573820904,1.1326472431125454,0.154589950364818,3.9056249999999992,23.9247541161924,0.0,0.0,0.0,-0.3255
15,61.8888888888889,0.4071029776674937,2.995732273553991,0.0555555555555555,-10.440815030838753,0,0.0,0.7274547429596391,0.0,0.0,0.103134285429963,0,3.65180068152674,0.4375420612411671,0.307770416099579,2.701728395061729,36.141169208429446,0.0,0.0,0.0,-0.3245
16,276.8125,0.3081123244929797,2.6390573296152584,-0.5277777777777778,51.34242744085022,0,0.0,2.1646899462991778,0.0,0.0,0.2609204800946836,0,3.032002361622775,0.5224396091099328,0.3271785299025289,5.95625,35.49184800264951,0.0,0.0,0.0,-0.3236
17,71.25,0.4116117850953207,2.4849066497880004,0.1666666666666666,-14.070048411102594,0,0.0,0.8435459705930834,0.0,0.0,0.1064220663401054,0,2.817438762217624,0.5176964506740708,0.3010128959463498,2.268698060941829,48.971646361684336,0.0,0.0,0.0,-0.3221
18,62.375,0.4044117647058823,2.772588722239781,0.125,-3.372665394787492,1,0.0,1.123021800477316,0.0,0.0,0.278935154372969,1,3.098887322996028,0.8172197268666129,0.2225139005909003,3.161024305555556,27.40042278083005,0.0,0.1443375672974064,0.0,-0.3214
19,116.44444444444444,0.5543478260869565,3.277144732992177,0.2777777777777778,8.135749967850561,2,4.140694444444445,1.7519056280745824,0.0,0.0,0.6239935972014871,0,3.220109267652253,1.1488749171864483,0.1334432259721574,3.387777777777778,22.341741937805608,0.0,0.0,0.0,-0.3208
20,62.458333333333314,0.3767942583732057,3.044522437723423,0.0555555555555555,-4.97390234238976,0,0.0,0.7716625603857974,0.0,0.0,0.10656953771129,0,3.6284131109386726,0.4375420612411671,0.3043538596916383,2.6967283950617285,33.22125062972984,0.0,0.0,0.0,-0.3201
21,94.125,0.5170454545454547,2.772588722239781,0.2777777777777778,-6.202478949841367,2,0.0,1.190378213153579,0.0,0.0659259259259259,0.4629700350763608,0,2.9799414634696286,0.8989651314118302,0.1823337133396307,5.062130177514793,33.1613081478762,0.0,0.0,0.0,-0.3196
22,40.25,0.3712871287128713,1.791759469228055,0.15,-7.4899975517551,0,0.0,0.9464229370010504,0.0,0.0,0.0571111959088325,0,1.91656328315884,0.5495667498898515,0.3123329625890242,1.894097222222222,13.90889833384643,0.0,0.0,0.0,-0.3185
23,81.25,0.2117437722419929,2.995732273553991,0.0555555555555555,0.1271998951893812,1,0.0,1.3797334197291482,0.0,0.0,0.287319440046427,1,3.4363087248749262,0.7772093748670763,0.2396557061194432,2.7516666666666656,31.893901689070024,0.0,0.1020620726159657,0.0,-0.3179
