,SpAbs_D,nC,SpDiam_Dzi,SpDiam_D,nAtom,ATS3se,C2SP1,nBondsD,ATSC8c,AATSC0p,AATS0p,nH,NdO,AATSC0se,SpMax_D,SdsCH,AATSC2v,nBondsKD,BertzCT,SdssC,target
0,0.0,0,0.0,0.0,3,0.0,0,0,0.0,0.004062429522,0.510809936566,2,0,0.2506319999999999,0.0,0.0,9.27191779381708,0,0.0,0.0,6.31
1,4.0,2,2.826865814121699,3.0000000000000004,7,26.873856,0,0,0.0,0.1965584900038366,1.1427793741994283,4,0,0.1295924897959183,2.0,0.0,-22.72420668591764,0,7.509775004326937,0.0,24.04
2,5.464101615137755,2,4.324553093799052,4.732050807568879,9,89.278848,0,0,0.0,0.1690570989540987,0.9876312698993336,6,0,0.1074146172839505,2.732050807568878,0.0,-14.847751419136916,0,2.754887502163468,0.0,27.87
3,17.643740059501134,1,6.159897168913765,12.988302897090318,6,23.341752,0,1,0.0,0.0956359999999999,1.189752,0,1,0.1151222222222222,8.821870029750565,0.0,0.3297164334889318,2,146.55605588687166,0.0,30.02
4,19.340422037469253,2,11.212589122376675,13.81112759968238,10,141.64512,0,0,0.0,0.1791368253237599,0.9496998619396,4,0,0.3721432399999999,9.670211018734626,0.0,-7.443719635493215,0,38.54808140664299,0.0,32.38
5,8.000000000000004,3,5.376598643916794,6.000000000000004,10,101.16057600000002,0,0,0.0,0.2048559472437599,1.1677581429094,6,0,0.0966734399999999,4.000000000000004,0.0,-16.493073171298974,0,11.245112497836532,0.0,34.56
6,10.32455532033676,3,6.956902837972638,8.576491222541476,9,86.9921,0,0,0.0,0.2099926641602469,1.3110849471383332,5,0,0.0341959506172839,5.16227766016838,0.0,-9.013177071188206,0,33.03830640231605,0.0,35.38
7,13.0762411763795,3,7.938184487546081,10.02285146632734,9,79.706916,0,1,0.0,0.2067146034688888,1.270173291044,4,1,0.1759768888888888,6.538120588189749,0.0,-5.045956898827873,1,51.91340299823497,0.2129629629629632,35.94
8,16.57643150380035,3,10.314618147631254,13.524283729399963,8,74.8592,0,1,0.0,0.2031162855739843,1.4442178393183749,3,1,0.1245514374999999,8.288215751900177,0.5694444444444444,-15.413578418073,1,61.78353986569366,0.0,36.79
9,40.2526384004033,3,25.101704605737133,29.708894895157485,11,190.32,0,0,0.0,0.2353805102750578,1.0106745281543636,2,0,0.431712,20.12631920020164,0.0,-7.215693785906816,0,73.45654516950493,0.0,37.56
10,9.29150262212918,3,6.428771144897543,6.64575131106459,12,160.797312,0,0,0.0,0.184449321522,1.047233936566,8,0,0.0837869999999999,4.64575131106459,0.0,-6.194592012488796,0,8.0,0.0,38.58
11,18.52116938083069,3,10.832906509376851,13.260584690415344,10,123.24790800000002,0,1,0.0,0.1907727861237599,1.2074763619396,4,1,0.2123889599999999,9.260584690415344,0.0,-9.8088989440166,1,78.10749561002055,-0.5046296296296291,39.11
12,13.0762411763795,3,7.766897381045744,10.02285146632734,10,112.017564,0,1,0.0,0.19449886461225,1.2442968524245,5,1,0.1109408399999999,6.538120588189749,0.0,-11.840646556116948,1,53.91340299823497,0.3240740740740744,39.34
13,13.076241176379495,3,7.249370253327241,10.022851466327335,10,116.668764,0,1,0.0,0.19449886461225,1.2442968524245,5,1,0.1109408399999999,6.538120588189747,0.0,-16.682186607298497,1,53.91340299823497,0.1851851851851853,39.73
14,17.64374005950113,1,7.007420001050605,12.988302897090314,9,68.915144,0,0,0.0,0.0920839188553333,1.1303043016163334,3,0,0.0803793580246913,8.821870029750563,0.0,-1.5200950171739889,2,107.4988650600484,0.0,40.14
15,16.57643150380036,3,10.705087572179892,13.524283729399972,11,107.651584,0,1,0.0,0.188888862160909,1.120071402644909,6,1,0.1562628099173553,8.28821575190018,0.4305555555555556,-5.202442911207558,1,26.07403392114697,0.0,40.48
16,17.999999999999996,2,6.146984091636384,13.000000000000002,8,58.536044,0,0,0.0,0.1269725559091875,1.41337822621225,2,0,0.0718707499999999,9.000000000000004,0.0,1.5276182327909893,3,77.47078006212229,0.0,40.74
17,17.999999999999996,2,6.292971856386903,13.000000000000002,8,61.059179999999984,0,0,0.0,0.1269725559091875,1.41337822621225,2,0,0.0718707499999999,9.000000000000004,0.0,-0.95341303789936,3,77.47078006212229,0.0,41.23
18,24.218623007825972,3,14.95265250845313,19.57341311905075,10,94.129444,0,2,0.0,0.1907727861237599,1.2074763619396,4,2,0.2123889599999999,12.109311503912991,0.7388888888888889,-7.039777593131869,2,42.0,0.0,41.52
19,11.270256831905687,4,7.976859512485042,8.357747438702056,11,141.05664,0,0,0.0,0.2254344168055371,1.3151346753721818,6,0,0.0878851570247933,5.635128415952844,0.0,-20.63813030916705,0,48.66829050039844,0.0,41.8
20,37.83556564937616,2,18.947194156761803,27.88596710785416,9,95.460608,0,0,0.0,0.1727035802469135,1.1979723333333334,0,0,0.2361595061728395,18.91778282468808,0.0,-1.9369154289162045,2,179.43797213825795,0.0,42.26
21,13.076241176379494,4,8.550145779589128,10.022851466327335,11,144.37206000000003,0,1,0.0,0.2254344168055371,1.3151346753721818,6,1,0.0878851570247933,6.538120588189747,0.0,-17.75940910801178,1,50.66829050039844,0.4351851851851853,42.77
22,11.99999999999999,4,5.301450413196017,8.61803398874989,10,107.091072,0,0,0.0,0.2236642722122499,1.4588664524245,5,0,0.0308915599999999,5.999999999999995,0.0,-16.682920360137608,2,60.12481811269772,0.0,43.14
23,19.999999999999996,3,11.64921423439825,14.561552812808827,11,126.77119999999998,0,2,0.0,0.1809121250038843,1.1896520476586363,5,2,0.1604817851239668,9.999999999999996,0.0,4.4958002892860085,2,74.79398751947123,-1.4814814814814803,43.45
24,17.643740059501134,3,8.262136572395105,12.98830289709032,10,86.150088,0,0,0.0,0.1803884158837599,1.3208355619396,4,0,0.1179601599999999,8.82187002975057,0.0,6.132010495434285,2,112.35361803232176,0.0,43.55
