,AATS2d,fragCpx,AXp-0d,RotRatio,MPC7,AMID_h,GGI7,nHBDon,SMR_VSA6,SssssSn,BCUTdv-1l,AMID_X,ATS8Z,ZMIC4,GATS2d,AATS2dv,n7FRing,MPC10,GGI4,Xp-7d,target
0,1.0,2.02,0.9023689270621824,0.0,0,1.0690355937288492,0.0,0,0.0,0.0,-0.0110336128868877,0.0,0.0,3.843856189774725,0.0,0.0,0,0,0.0,0.0,-54.0
1,1.8333333333333333,4.02,0.8568914100752346,0.25,0,0.6642167778699836,0.0,0,0.0,0.0,-0.0065340962975201,0.0,0.0,8.40337720817301,1.793478260869565,0.1111111111111111,0,0,0.0,0.0,-3.0
2,1.9166666666666667,5.02,0.8319273052604533,0.4,0,0.5621434307744257,0.0,0,0.0,0.0,-0.0065313710274005,0.0,0.0,9.831731729994925,1.7285539215686272,0.2916666666666667,0,0,0.0,0.0,-24.1
3,2.0,6.02,0.814095801821324,0.5,0,0.4855355617564104,0.0,0,0.0,0.0,-0.0065315142669905,0.0,0.0,10.957847366972192,1.5914893617021275,0.4,0,0,0.08,0.0,-37.0
4,2.1666666666666665,6.02,0.8374010456522569,0.3333333333333333,0,0.483155446187713,0.0,0,0.0,0.0,-0.0065308402308603,0.0,0.0,13.075778155239233,2.089583333333333,0.4333333333333333,0,0,0.0,0.0,60.0
5,2.0277777777777777,7.02,0.800722174241977,0.5714285714285714,0,0.426461638264879,0.0,0,0.0,0.0,-0.0065316127224964,0.0,0.0,11.8847439688263,1.574820788530466,0.4444444444444444,0,0,0.16,0.0,-50.0
6,2.2222222222222223,7.02,0.8211142625940433,0.4285714285714285,0,0.4254203377035739,0.0,0,0.0,0.0,-0.0065317082521479,0.0,0.0,14.060129544672522,1.8987127371273715,0.5,0,0,0.16,0.0,35.2
7,2.0476190476190474,8.02,0.7903204639024849,0.625,1,0.3797961325590124,0.0,0,0.0,0.0,-0.0065317135866068,0.0,6.0,12.6709477534615,1.563140446051838,0.4761904761904761,0,0,0.16,0.1020620726159657,-45.5
8,2.074074074074074,10.02,0.7751907034086781,0.7,4,0.3111835689286519,0.0625,0,0.0,0.0,-0.0065319149526414,0.0,96.0,14.466670241595406,1.547930283224401,0.5185185185185185,0,0,0.16,0.2675373872540925,-47.0
9,2.083333333333333,11.02,0.7695170432235007,0.7272727272727273,5,0.2853190224232651,0.0625,0,0.0,0.0,-0.0065320155749664,0.0,160.0,15.708646483360877,1.5427230046948357,0.5333333333333333,0,1,0.16,0.3347879875616906,-35.0
10,2.25,5.02,0.867851130197758,0.2,0,0.5528236230402653,0.0,0,0.0,0.0,-0.0063813669569619,0.0,0.0,12.021451717886876,2.568548387096775,0.2083333333333333,0,0,0.0,0.0,-72.0
11,2.2333333333333334,6.02,0.8448876517675851,0.3333333333333333,0,0.4793963228162957,0.0,0,0.0,0.0,-0.0063801561712034,0.0,0.0,11.315799652766954,2.462551440329217,0.4,0,0,0.0,0.0,-5.0
12,2.3,6.02,0.844887651767585,0.3333333333333333,0,0.4786303724803412,0.0,0,0.0,0.0,-0.0063012025695192,0.0,0.0,13.32136201891574,2.3506172839506165,0.4333333333333333,0,0,0.0,0.0,-12.0
13,2.4166666666666665,7.02,0.8480571312970216,0.2857142857142857,0,0.4186903155111028,0.0,0,0.0,0.0,-0.006299352758651,0.0,0.0,14.411282038325474,2.465846994535519,0.5833333333333334,0,0,0.0,0.0,37.0
14,2.2777777777777777,7.02,0.8276650429449552,0.4285714285714285,0,0.4208935052403483,0.0,0,0.0,0.0,-0.0063054904850577,0.0,0.0,14.29232235416126,2.276688453159041,0.4722222222222222,0,0,0.24,0.0,-20.0
15,2.261904761904762,8.02,0.8142696805273544,0.5,0,0.3773636036696827,0.0,0,0.0,0.0,-0.0063046830435677,0.0,0.0,13.011364506406611,2.2167619047619045,0.5714285714285714,0,0,0.24,0.0,-23.0
16,2.074074074074074,10.02,0.7751907034086781,0.7,4,0.3088133337904732,0.0625,0,0.0,0.0,-0.006398931539226,0.0,96.0,14.466670241595406,1.547930283224401,0.5185185185185185,0,0,0.16,0.2837569512537077,-58.0
17,2.6666666666666665,9.02,0.7433593827013323,0.2222222222222222,2,0.3818213695297912,0.0,0,0.0,0.0,-0.00653088238281,0.0,0.0,14.861581090268857,1.588541666666666,1.0,0,0,0.25,0.1178511301977579,75.0
18,2.6041666666666665,10.02,0.7397341225498538,0.3,6,0.3430514802855656,0.0,0,0.0,0.0,-0.0065316904726522,0.0,0.0,15.486090628064913,1.5836864406779665,0.9375,0,0,0.195,0.3190355937288491,60.0
19,2.6041666666666665,10.02,0.7397341225498538,0.2,6,0.344375802140548,0.0,0,0.0,0.0,-0.0065309834047804,0.0,0.0,16.778571878425492,1.5836864406779665,0.9583333333333334,0,0,0.1911111111111111,0.3190355937288491,119.7
20,2.555555555555556,11.02,0.7367680006077351,0.2727272727272727,8,0.3121997864249396,0.0277777777777777,0,0.0,0.0,-0.0065317911895478,0.0,4.0,17.244668528454447,1.5792253521126758,0.9074074074074074,0,0,0.3111111111111111,0.4023689270621825,75.0
21,2.9166666666666665,11.02,0.7367680006077351,0.2727272727272727,8,0.3121997864249396,0.0277777777777777,0,0.0,0.0,-0.0065316115462247,0.0,2.0,13.841789749950271,1.5034364261168385,2.4444444444444446,0,0,0.3111111111111111,0.4023689270621825,70.0
22,2.7857142857142856,12.02,0.7342962323226362,0.3333333333333333,10,0.2857847887757302,0.0711805555555555,0,0.0,0.0,-0.0065316949462232,0.0,23.0,14.401128127343757,1.5333333333333332,2.142857142857143,0,2,0.3111111111111111,0.5044309996781483,10.0
23,2.0625,9.02,0.7819990956308912,0.6666666666666666,3,0.3421401236487152,0.03125,0,0.0,0.0,-0.0065318142877738,0.0,37.0,13.352745937733811,1.5545280612244898,0.5,0,0,0.16,0.2463996399133722,-54.0
24,2.0972222222222223,13.02,0.760601291503936,0.7692307692307693,7,0.2446025019447992,0.0625,0,0.0,0.0,-0.0065322166929897,0.0,288.0,20.97266582014222,1.5350443871706758,0.5555555555555556,0,4,0.16,0.4597879875616906,-6.0
25,2.107142857142857,15.02,0.7539144777142625,0.8,9,0.2140366697977619,0.0625,0,0.0,0.0,-0.006532417642283,0.0,416.0,27.69909442161711,1.5296681664791905,0.5714285714285714,0,6,0.16,0.5847879875616907,10.0
26,2.1203703703703702,19.02,0.7445529384087195,0.8421052631578947,13,0.1712317059872252,0.0625,0,0.0,0.0,-0.0065328190353744,0.0,672.0,42.6381959146573,1.5226595942676344,0.5925925925925926,0,10,0.16,0.8347879875616907,55.0
27,2.523809523809524,8.02,0.8323959812847467,0.25,0,0.3782345094051727,0.0,0,0.0,0.0,-0.0065319167600399,0.0,0.0,17.808978628774277,2.584539897039896,0.5952380952380952,0,0,0.24,0.0,190.0
28,2.5,12.02,0.7342962323226362,0.3333333333333333,10,0.2857847887757302,0.0711805555555555,0,0.0,0.0,-0.0065318796895519,0.0,34.0,17.650777993718048,1.6183035714285712,0.8666666666666667,0,2,0.3111111111111111,0.5044309996781483,40.0
29,2.2777777777777777,7.02,0.8276650429449555,0.4285714285714285,0,0.4218988150562885,0.0,0,0.0,0.0,-0.0063803542630886,0.0,0.0,12.235896462479255,2.276688453159041,0.5,0,0,0.08,0.0,27.0
30,2.0,6.02,0.7907905579903911,0.5,0,0.4858956269355622,0.0,0,0.0,0.0,-0.0063963314927057,0.0,0.0,10.660212413784988,1.3124999999999998,0.6666666666666666,0,0,0.08,0.0,-105.0
31,1.9444444444444444,5.02,0.8047378541243649,0.4,0,0.5647208691207961,0.0,0,0.0,0.0,-0.0063966030514804,0.0,0.0,9.490727085376609,1.2604166666666663,0.6666666666666666,0,0,0.08,0.0,-91.0
32,2.1944444444444446,7.02,0.8211142625940433,0.4285714285714285,0,0.4219920538586291,0.0,0,0.0,0.0,-0.006398258714205,0.0,0.0,12.003703652990518,1.963075880758808,0.5555555555555556,0,0,0.16,0.0,-26.0
33,2.114583333333333,17.02,0.7487136225445163,0.8235294117647058,11,0.1902569243971356,0.0625,0,0.0,0.0,-0.0065326184230203,0.0,544.0,35.02608670326244,1.5257019927536233,0.5833333333333334,0,8,0.16,0.7097879875616907,-24.0
34,2.071428571428572,9.02,0.7656854249492382,0.6666666666666666,3,0.3412595540645075,0.03125,0,0.0,0.0,-0.0063967373428423,0.0,22.0,13.136967710556895,1.3861607142857146,0.6666666666666666,0,0,0.08,0.2392766952966368,-78.0
35,2.703703703703704,11.02,0.7515986103183288,0.1818181818181818,8,0.3131400048485095,0.0,0,0.0,0.0,-0.0065311602085568,0.0,0.0,13.876135654798809,1.7115384615384617,1.0185185185185186,0,0,0.4622222222222222,0.3766453756502984,141.0
36,2.685185185185185,11.02,0.7515986103183288,0.1818181818181818,8,0.3131704266658003,0.0,0,0.0,0.0,-0.0065311606493784,0.0,6.0,17.36485788022617,1.7499999999999998,1.0,0,0,0.3822222222222223,0.3965742349618067,132.0
37,2.1333333333333333,12.02,0.7647162538360427,0.6666666666666666,6,0.2657950485476213,0.0625,0,0.0,0.0,-0.0063041235942876,0.0,208.0,15.106966738915842,1.3714285714285717,0.7666666666666667,0,2,0.24,0.3695994598700582,-83.0
38,2.2222222222222223,8.02,0.8084467646598772,0.375,0,0.3805152533270213,0.0,0,0.0,0.0,-0.0063032300814987,0.0,0.0,14.960623440567351,1.7628205128205128,0.8888888888888888,0,0,0.24,0.0,-47.0
39,2.861111111111111,9.02,0.7433593827013323,0.1111111111111111,3,0.3848668789224657,0.0,0,0.0,0.0,-0.0049702902805772,0.0,0.0,12.335778725248838,1.5165662650602407,1.3888888888888888,0,0,0.205,0.2011844635310912,31.0
40,2.106060606060606,13.02,0.7489486695884695,0.7692307692307693,7,0.2438651740010781,0.03125,0,0.0,0.0,-0.0063972519255636,0.0,272.0,18.32130417363784,1.425189393939394,0.6666666666666666,0,4,0.08,0.4892766952966368,-53.0
41,1.6666666666666667,3.02,0.8535533905932737,0.0,0,0.8276650429449552,0.0,0,0.0,0.0,-0.0052352953492697,0.0,0.0,7.396491670032062,1.2499999999999998,0.0,0,0,0.0,0.0,-4.0
42,2.7142857142857144,9.02,0.7491822985688096,0.1111111111111111,2,0.3839665565497159,0.0,0,0.0,0.0,-0.0063788433207501,0.0,0.0,16.45645937212136,1.9230769230769225,0.9523809523809524,0,0,0.2622222222222222,0.125,100.0
43,2.4761904761904763,9.02,0.8198670612749268,0.2222222222222222,0,0.3425759104470137,0.0,0,0.0,0.0,-0.0063034770564696,0.0,0.0,18.64298229040465,2.464285714285715,0.9761904761904762,0,0,0.32,0.0,20.0
44,3.033333333333333,10.02,0.7397341225498538,0.2,6,0.344375802140548,0.0,0,0.0,0.0,-0.0065304678061952,0.0,0.0,13.214202782425229,1.4427631578947369,2.8666666666666667,0,0,0.1911111111111111,0.3190355937288491,99.9
45,3.083333333333333,11.02,0.7515986103183288,0.1818181818181818,7,0.3130335284879917,0.0,0,0.0,0.0,-0.0065306689939622,0.0,0.0,14.417467941863707,1.4583333333333337,2.833333333333333,0,0,0.3822222222222222,0.3194170365727314,131.0
46,3.069767441860465,13.03,0.744753713528824,0.3076923076923077,12,0.4096822637491527,0.0,0,7.109797541277533,0.0,-0.0065308111489292,0.0,9.0,16.03880427811137,1.322389420884633,3.13953488372093,0,3,0.5022222222222222,0.5877942688371438,89.0
47,2.9183673469387754,14.03,0.7420646469329472,0.3571428571428571,16,0.3857586332195977,0.0590277777777777,0,6.606881964512918,0.0,-0.0065309040585578,0.0,69.0,16.431626412263764,1.2715855572998431,2.9183673469387754,0,4,0.5022222222222223,0.776717016676731,74.0
48,2.8363636363636364,15.03,0.7397341225498538,0.4,19,0.3625331055494706,0.1059027777777777,0,6.606881964512918,0.0,-0.0065310054632376,0.0,201.0,16.793720137317408,1.2701664532650443,2.7454545454545456,0,6,0.5022222222222223,0.8835065512118607,97.0
